"Season","Name","Team","WAR","playerid"
"1986","Matt Young","SEA","1.7","1014385"
"1973","Juan Marichal","SFG","2.8","1008106"
"1903","Bucky Veil","PIT","0.1","1013395"
"2006","Ben Sheets","MIL","4.0","710"
"2007","Ben Sheets","MIL","2.5","710"
"1974","Joe Hoerner","KCR","0.0","1005895"
"2012","Michael Kirkman","TEX","0.1","9877"
"1986","Pete Ladd","SEA","0.7","1007245"
"1910","Jiggs Parson","BSN","-0.4","1010030"
"1965","Dennis Ribant","NYM","-0.2","1010890"
"1975","Jim Hughes","MIN","2.1","1006157"
"1980","Bert Blyleven","PIT","3.9","1001098"
"1903","Clarence Currie","- - -","0.3","1002890"
"1947","Denny Galehouse","- - -","3.0","1004443"
"1947","Glen Moulder","SLB","0.0","1009264"
"1960","Jack Sanford","SFG","2.8","1011432"
"1997","Billy Taylor","OAK","1.3","1012859"
"1994","Jose Mesa","CLE","1.7","961"
"1896","Jouett Meekin","NYG","3.2","1008724"
"1914","Rube Peters","BKF","0.1","1010238"
"1927","Art Mills","BSN","-0.3","1008950"
"2019","James Paxton","NYY","3.5","11828"
"2010","Pat Misch","NYM","0.6","5909"
"1986","Neil Allen","CHW","1.8","1000154"
"1979","Don Sutton","LAD","3.7","1012745"
"2003","Jae Seo","NYM","3.2","895"
"1994","Rick White","PIT","0.2","456"
"2015","Nick Tropeano","LAA","1.1","12385"
"1905","Cy Falkenberg","WAS","0.2","1003913"
"1954","Russ Kemmerer","BOS","1.0","1006824"
"2017","Daniel Stumpf","DET","0.1","13780"
"2011","Tim Byrdak","NYM","0.6","1995"
"1933","Lefty Stewart","WAS","2.2","1012524"
"1985","John Denny","PHI","2.9","1003210"
"1924","Burleigh Grimes","BRO","3.8","1005061"
"1905","Jack Sutthoff","PHI","-0.2","1012744"
"1962","Barney Schultz","CHC","0.8","1011625"
"1966","Larry Sherry","DET","0.0","1011883"
"1986","Joaquin Andujar","OAK","0.3","1000266"
"2013","Matt Garza","- - -","2.1","3340"
"2013","A.J. Griffin","OAK","1.5","11132"
"1989","Kevin Tapani","- - -","0.6","1012824"
"1885","Phil Reccius","LOU","0.3","1010747"
"1938","Mel Harder","CLE","4.6","1005339"
"1956","Virgil Trucks","DET","0.1","1013203"
"1974","Bob Gibson","STL","1.0","1004662"
"2010","Joe Smith","CLE","-0.2","3281"
"2016","Edubray Ramos","PHI","0.5","16086"
"2012","C.J. Wilson","LAA","2.6","3580"
"1919","Red Faber","CHW","1.0","1003889"
"1960","Ned Garver","KCA","1.2","1004556"
"2017","Michael Fulmer","DET","3.6","13218"
"1980","Gene Garber","ATL","0.9","1004493"
"2007","Ted Lilly","CHC","3.8","833"
"1957","Tom Gorman","KCA","1.0","1004886"
"2010","Jeremy Guthrie","BAL","2.4","2072"
"1934","Guy Bush","CHC","2.0","1001752"
"1956","Harry Dorish","- - -","0.2","1003411"
"2001","Bud Smith","STL","1.0","1182"
"2005","Aaron Harang","CIN","4.6","1451"
"2015","Clayton Richard","CHC","0.4","3551"
"1934","Dolf Luque","NYG","-0.3","1007843"
"1940","Red Lynn","NYG","-0.1","1007874"
"1965","Barney Schultz","STL","0.0","1011625"
"2011","Zack Greinke","MIL","3.3","1943"
"2011","Charlie Morton","PIT","2.0","4676"
"1903","Henry Schmidt","BRO","1.4","1011583"
"1970","Claude Osteen","LAD","3.1","1009878"
"1962","Dallas Green","PHI","1.1","1004989"
"1977","Gene Pentz","HOU","-0.2","1010165"
"2004","Esteban Yan","DET","0.8","1236"
"1979","Bob Forsch","STL","2.8","1004233"
"1941","Bob Carpenter","NYG","0.3","1001976"
"2009","John Lackey","LAA","3.3","1507"
"2006","Barry Zito","OAK","2.2","944"
"1967","Fred Klages","CHW","-0.3","1006985"
"2015","Greg Holland","KCR","0.8","7196"
"2010","Carlos Carrasco","CLE","0.4","6632"
"1932","Chad Kimsey","- - -","0.4","1006920"
"1956","Hoyt Wilhelm","NYG","0.8","1013945"
"1962","Chuck Estrada","BAL","1.7","1003841"
"1963","Jim Perry","- - -","1.5","1010213"
"1927","Joe Genewich","BSN","1.0","1004609"
"1951","Howie Fox","CIN","3.3","1004278"
"1974","Tom Walker","MON","1.3","1013536"
"1990","Jim Acker","TOR","0.3","1000030"
"1996","Andy Benes","STL","2.4","1144"
"1990","Dwight Gooden","NYM","6.8","1004852"
"1977","Vida Blue","OAK","4.9","1001094"
"1997","Dennys Reyes","LAD","0.5","444"
"2009","Chris Narveson","MIL","0.3","2141"
"1948","Walt Masterson","WAS","0.9","1008230"
"1957","Ike Delock","BOS","0.4","1003179"
"1972","Joe Niekro","DET","0.8","1009582"
"1990","Randy O'Neal","SFG","0.2","1009802"
"1890","Phil Knell","PHQ","2.0","1007030"
"1994","Aaron Sele","BOS","2.4","34"
"1940","Jim Tobin","BSN","0.6","1013089"
"1993","Todd Frohwirth","BAL","0.3","1004374"
"1966","Eddie Watt","BAL","2.0","1013684"
"1935","Elden Auker","DET","2.2","1000366"
"1996","Dave Burba","CIN","2.3","1239"
"1923","Lee Meadows","- - -","5.0","1008705"
"1970","Tony Cloninger","CIN","0.4","1002359"
"1981","Bob Stanley","BOS","0.3","1012409"
"2005","Bruce Chen","BAL","1.6","769"
"1987","Craig Lefferts","- - -","-0.2","1007476"
"2009","Frank Francisco","TEX","1.0","1933"
"2014","Ryan Webb","BAL","0.7","7474"
"1986","Odell Jones","BAL","0.3","1006579"
"2018","Adam Morgan","PHI","0.4","12580"
"1942","Lefty Wallace","BSN","-0.1","1013552"
"1932","Tony Freitas","PHA","1.3","1004334"
"1966","John Buzhardt","CHW","1.4","1001788"
"1918","Jakie May","STL","0.3","1008301"
"1928","Guy Bush","CHC","1.7","1001752"
"1941","Al Smith","CLE","2.6","1012089"
"1994","Kevin Appier","KCR","4.0","3"
"1985","Steve Bedrosian","ATL","1.7","1000766"
"1995","Rich Robertson","MIN","0.6","1011045"
"1997","Tony Fossas","STL","-0.2","1004242"
"1890","Ed Beatin","CLE","4.6","1000727"
"1993","Wally Whitehurst","SDP","1.2","1013896"
"1980","Brian Kingman","OAK","2.0","1006938"
"1951","Bob Rush","CHC","4.5","1011307"
"1945","Jack Brewer","NYG","0.9","1001405"
"1961","Carl Willey","MIL","0.6","1013965"
"1970","Rich Hand","CLE","0.6","1005301"
"1993","Bob Tewksbury","STL","4.3","1012941"
"1977","Mike Paxton","BOS","2.1","1010091"
"1966","John O'Donoghue","CLE","0.6","1009732"
"1966","Jack Sanford","CAL","0.2","1011432"
"2013","Samuel Deduno","MIN","1.2","5285"
"1985","Frank Pastore","CIN","0.9","1010048"
"1913","Otto Hess","BSN","1.8","1005749"
"1969","Stan Bahnsen","NYY","1.0","1000414"
"1989","Rick Mahler","CIN","3.2","1007988"
"2016","Jason Hammel","CHC","1.3","4538"
"1997","Mike Hampton","HOU","3.1","430"
"1985","Joe Niekro","- - -","-0.1","1009582"
"2005","LaTroy Hawkins","- - -","0.2","729"
"2010","Dusty Hughes","KCR","0.1","6164"
"2000","Mike Venafro","TEX","1.0","943"
"1954","Art Fowler","CIN","3.3","1004268"
"1964","Bob Buhl","CHC","1.9","1001637"
"1956","Tom Gorman","KCA","0.5","1004886"
"1898","Charlie Gettig","NYG","0.5","1004645"
"1920","Johnny Enzmann","PHI","0.8","1003795"
"1988","Neil Allen","NYY","-0.1","1000154"
"1994","Greg McMichael","ATL","1.6","1008640"
"2005","Chris Hammond","SDP","-0.2","92"
"2015","Fernando Rodriguez","OAK","0.8","7558"
"1941","Johnny Rigney","CHW","2.7","1010961"
"1920","Eric Erickson","WAS","-0.2","1003806"
"1970","Les Cain","DET","2.9","1001821"
"1891","Roscoe Coughlin","NYG","0.1","1002672"
"1922","Jesse Haines","STL","2.2","1005209"
"1933","Art Herring","DET","0.1","1005726"
"1947","Fritz Ostermueller","PIT","2.0","1009883"
"1952","Ralph Branca","BRO","0.1","1001343"
"1978","Dick Tidrow","NYY","2.2","1013056"
"1942","Bill Zuber","WAS","0.2","1014460"
"2003","Mike Hampton","ATL","2.6","430"
"1980","Rick Rhoden","PIT","1.7","1010887"
"2018","Jim Johnson","LAA","-0.2","3656"
"1982","Dave Smith","HOU","-0.6","1012117"
"1967","Johnny Podres","DET","-0.2","1010406"
"2018","Jose Berrios","MIN","3.1","14168"
"1899","Bert Cunningham","LOU","3.6","1002876"
"2015","Kyle Gibson","MIN","2.8","10123"
"1958","Ted Bowsfield","BOS","1.0","1001273"
"1962","Ken Johnson","HOU","4.5","1006477"
"1992","Omar Olivares","STL","1.5","1009771"
"1981","Gary Lavelle","SFG","0.7","1007389"
"1948","Forrest Thompson","WAS","0.8","1013005"
"1945","Al Smith","CLE","0.4","1012089"
"1974","Sonny Siebert","STL","1.4","1011951"
"1900","Jerry Nops","BRO","1.0","1009624"
"1938","Vance Page","CHC","0.9","1009957"
"1958","Mudcat Grant","CLE","1.1","1004952"
"1987","Mark Langston","SEA","6.4","1007323"
"2006","Kenny Rogers","DET","2.1","1277"
"2007","Sean Green","SEA","0.7","3001"
"1987","Eric Show","SDP","1.3","1011937"
"2008","Gavin Floyd","CHW","2.2","3886"
"2006","Nate Robertson","DET","2.2","1620"
"1887","Lady Baldwin","DET","2.3","1000483"
"2009","Mark Buehrle","CHW","3.0","225"
"2014","Craig Stammen","WSN","0.6","7274"
"2016","David Hernandez","PHI","0.3","4259"
"2010","Francisco Cordero","CIN","0.3","1243"
"2019","Luke Jackson","ATL","1.3","11752"
"1975","Dick Drago","BOS","0.8","1003475"
"1992","John Habyan","NYY","0.7","1005176"
"1957","Ned Garver","KCA","1.7","1004556"
"2009","Bronson Arroyo","CIN","1.5","978"
"1956","Willard Schmidt","STL","0.2","1011589"
"1948","Vic Raschi","NYY","4.2","1010702"
"2005","Doug Davis","MIL","3.7","1244"
"2019","Jon Gray","COL","2.9","14916"
"1978","Stan Bahnsen","MON","-0.6","1000414"
"1996","Marc Wilkins","PIT","0.3","1013959"
"1997","Chuck McElroy","- - -","1.4","1008477"
"2010","Joel Pineiro","LAA","2.1","1094"
"1996","Buddy Groom","OAK","0.6","143"
"1971","Steve Kealey","CHW","0.1","1006727"
"1964","Steve Barber","BAL","1.1","1000530"
"1982","Larry McWilliams","- - -","2.6","1008700"
"1933","Jumbo Elliott","PHI","2.0","1003741"
"1985","Moose Haas","MIL","2.1","1005172"
"1964","Stan Williams","NYY","0.7","1014039"
"1979","Shane Rawley","SEA","1.9","1010719"
"1937","Johnny Vander Meer","CIN","0.3","1013350"
"1967","Grant Jackson","PHI","1.1","1006298"
"1956","Hal Jeffcoat","CIN","2.5","1006377"
"1982","Pete Falcone","NYM","-0.5","1003910"
"1946","Hi Bithorn","CHC","0.8","1000998"
"1982","Jerry Koosman","CHW","3.7","1007103"
"1967","Sammy Ellis","CIN","0.7","1003753"
"1948","Ken Raffensberger","CIN","2.6","1010646"
"1981","Roger Erickson","MIN","1.2","1003812"
"2010","Yovani Gallardo","MIL","3.7","8173"
"1989","Bill Krueger","MIL","0.8","1007175"
"2015","Alex Wood","- - -","2.7","13781"
"1992","John Burkett","SFG","2.8","179"
"1987","John Tudor","STL","0.9","1013215"
"1922","Claude Jonnard","NYG","0.0","1006603"
"1950","Bob Lemon","CLE","3.0","1007517"
"1988","Danny Darwin","HOU","1.0","1002996"
"1923","Fred Toney","STL","2.0","1013116"
"1995","Tim Pugh","CIN","0.0","1010560"
"1983","Jim Beattie","SEA","4.5","1000731"
"1991","Joe Boever","PHI","-0.1","1001118"
"1982","Richard Dotson","CHW","2.4","1003424"
"1943","Newt Kimball","- - -","0.1","1006913"
"1992","Danny Jackson","- - -","2.8","1006295"
"2015","Travis Wood","CHC","1.2","9884"
"1928","Jack Russell","BOS","2.6","1011313"
"1893","Dan Daub","BRO","0.5","1003003"
"1992","Todd Burns","TEX","1.1","1001721"
"1984","David Palmer","MON","1.5","1009970"
"2002","Kenny Rogers","TEX","2.7","1277"
"1964","Gerry Arrigo","MIN","1.4","1000326"
"2010","Ryan Dempster","CHC","2.6","517"
"1920","Red Oldham","DET","1.5","1009762"
"1925","Tom Zachary","WAS","2.3","1014405"
"1926","Waite Hoyt","NYY","3.6","1006115"
"2000","Kris Benson","PIT","3.8","982"
"1993","Dennis Martinez","MON","1.9","1008161"
"1986","Gene Nelson","CHW","1.4","1009501"
"1926","Larry Benton","BSN","2.1","1000855"
"1952","Saul Rogovin","CHW","3.9","1011143"
"1999","Shane Reynolds","HOU","6.0","574"
"1900","Jock Menefee","CHI","1.1","1008763"
"1934","Lloyd Brown","CLE","1.1","1001540"
"1967","Sam McDowell","CLE","2.8","1008476"
"1951","Jocko Thompson","PHI","0.7","1013016"
"2015","Eduardo Rodriguez","BOS","1.8","13164"
"1923","Herman Pillette","DET","2.9","1010351"
"1984","Len Barker","ATL","2.3","1000546"
"1945","Ed Klieman","CLE","0.5","1006999"
"1965","Larry Jackson","CHC","2.9","1006304"
"1949","Larry Jansen","NYG","2.6","1006358"
"1994","Pat Rapp","FLA","0.6","1010700"
"2016","Adam Conley","MIA","1.6","14457"
"2019","Yonny Chirinos","TBR","1.4","16401"
"1911","Roy Mitchell","SLB","0.2","1009010"
"1964","Barry Latman","LAA","0.4","1007377"
"1941","Lee Grissom","- - -","1.3","1005073"
"1897","Ted Lewis","BSN","2.2","1007589"
"2013","Corey Kluber","CLE","2.9","2429"
"1947","Tiny Bonham","PIT","2.0","1001166"
"1958","Duke Maas","- - -","2.0","1007894"
"1924","Red Faber","CHW","1.8","1003889"
"1928","Firpo Marberry","WAS","2.5","1008100"
"2014","Roenis Elias","SEA","1.1","12673"
"2019","Anibal Sanchez","WSN","2.4","3284"
"1991","Mark Gardner","MON","0.8","1004529"
"1965","Ron Herbel","SFG","1.8","1005685"
"1971","Chris Short","PHI","0.6","1011931"
"1991","Greg Harris","BOS","2.5","1005415"
"1991","Bryn Smith","STL","2.4","1012104"
"1999","Jose Rosado","KCR","3.7","1011192"
"1949","Joe Dobson","BOS","4.0","1003344"
"2007","James Shields","TBD","4.0","7059"
"2012","Jason Vargas","SEA","1.5","8044"
"1992","Bruce Hurst","SDP","2.7","1006222"
"1942","Bill Lee","CHC","3.8","1007447"
"1956","Johnny Kucks","NYY","2.4","1007196"
"1985","Walt Terrell","DET","4.8","1012924"
"1986","Orel Hershiser","LAD","3.6","1005741"
"1990","John Smoltz","ATL","3.6","115"
"1961","Bob Friend","PIT","4.9","1004355"
"1957","Tom Brewer","BOS","3.5","1001409"
"1921","Mule Watson","BSN","1.9","1013682"
"1987","Teddy Higuera","MIL","6.7","1005799"
"1936","Red Ruffing","NYY","3.0","1011296"
"1894","Win Mercer","WAS","4.2","1008778"
"1912","Walt Johnson","CHW","-0.1","1006512"
"1926","Ray Benge","CLE","0.1","1000831"
"1955","Al Papai","CHW","-0.1","1009981"
"1962","Diego Segui","KCA","1.0","1011725"
"1965","Ray Herbert","PHI","1.4","1005684"
"1919","Frank Woodward","- - -","0.6","1014247"
"1957","Bob Purkey","PIT","2.6","1010572"
"1961","Dick Ellsworth","CHC","2.2","1003754"
"1969","Dick Baney","SEA","0.1","1000507"
"1971","Mike Garman","BOS","-0.1","1004539"
"1971","Andy Hassler","CAL","0.1","1005480"
"1973","Glenn Abbott","OAK","-0.1","1000010"
"1900","Win Mercer","NYG","1.9","1008778"
"1962","Jack Kralick","MIN","3.8","1007135"
"1916","Pop-Boy Smith","CLE","0.0","1012194"
"1935","Hugh Casey","CHC","-0.2","1002039"
"1983","Al Jones","CHW","0.0","1006524"
"2009","Carlos Martinez","FLA","-0.2","3167"
"1968","Tony Pierce","OAK","0.0","1010333"
"1967","Jerry Stephenson","BOS","0.3","1012494"
"1908","Bert Sincock","CIN","0.1","1012005"
"1911","Fuller Thompson","BSN","0.0","1013009"
"1913","Frank Harter","CIN","-0.3","1005443"
"1919","Willie Adams","PHA","-0.2","1000065"
"1924","Joe Batchelder","BSN","0.0","1000651"
"1935","Leo Mangum","BSN","0.0","1008057"
"1941","Ira Hutchinson","STL","0.0","1006239"
"1946","Harry Taylor","BRO","0.2","1012875"
"1950","James Atkins","BOS","-0.1","1000352"
"1960","Ken McBride","CHW","0.0","1008344"
"1962","Al Cicotte","HOU","0.0","1002235"
"1963","Freddie Burdette","CHC","-0.1","1001661"
"1968","Jim Rooker","DET","0.1","1011183"
"1969","Alec Distaso","CHC","0.1","1003325"
"1969","Dave Lemonds","CHC","-0.1","1007519"
"1973","Gary Ignasiak","DET","0.1","1006253"
"1995","John Farrell","CLE","0.2","1003948"
"2012","Yusmeiro Petit","SFG","0.0","4020"
"2012","D.J. Mitchell","NYY","-0.1","5354"
"2014","Josh Lindblom","OAK","-0.1","7882"
"1914","Charlie Smith","CHC","0.1","1012110"
"1978","Rick Kreuger","CLE","0.1","1007162"
"1995","John Johnstone","FLA","-0.1","1006475"
"2011","Atahualpa Severino","WSN","0.0","5332"
"1970","Mike Marshall","- - -","0.8","1008144"
"1990","Dave Walsh","LAD","0.2","1013568"
"1997","Angel Miranda","MIL","-0.1","1008990"
"1988","Jeff Gray","CIN","0.1","1004971"
"1990","Jose Mesa","BAL","0.5","961"
"2001","Andy Ashby","LAD","0.1","637"
"1975","Jim York","HOU","0.0","1014351"
"1984","Jim Winn","PIT","-0.1","1014140"
"2012","AJ Ramos","MIA","-0.1","8350"
"1998","Anthony Telford","MON","0.1","1282"
"2016","Sean Manaea","OAK","2.0","15873"
"1983","Mike Armstrong","KCR","-0.5","1000314"
"2016","Cody Martin","SEA","-0.1","12182"
"2019","Travis Lakins","BOS","0.3","18600"
"1981","Tim Stoddard","BAL","-0.5","1012556"
"1996","Chuck McElroy","- - -","0.6","1008477"
"1977","Terry Cornutt","SFG","-0.2","1002635"
"2009","Kenshin Kawakami","ATL","1.4","9225"
"2001","Al Reyes","LAD","0.0","1005"
"2009","Josh Beckett","BOS","4.2","510"
"1986","Guy Hoffman","CHC","1.0","1005906"
"2008","Vladimir Nunez","ATL","0.2","532"
"1986","Nate Snell","BAL","-0.1","1012228"
"1991","Francisco Oliveras","SFG","-0.5","1009776"
"1994","John Smiley","CIN","2.6","1012084"
"2020","Joe Musgrove","PIT","1.0","12970"
"1990","Roger McDowell","PHI","0.8","1008475"
"2015","Robbie Ross Jr.","BOS","0.1","6819"
"1874","George Bechtel","PWS","0.7","1000737"
"1883","Mike Dorgan","NYG","0.0","1003410"
"1884","Dave Drew","PHK","0.0","1003497"
"1887","George Van Haltren","CHI","2.0","1013357"
"1891","Farmer Vaughn","CKE","0.0","1013381"
"1898","F.C. Hansford","BRO","-0.1","1005331"
"1900","Ed Scott","CIN","4.1","1011678"
"1901","Stan Yerkes","- - -","0.5","1014340"
"1903","Cy Falkenberg","PIT","0.2","1003913"
"1906","Noodles Hahn","NYH","0.8","1005205"
"1906","Harry Kane","PHI","-0.1","1006687"
"1909","Ed Lafitte","DET","0.0","1007250"
"1909","Rudy Schwenck","CHC","0.1","1011664"
"1912","Walt Dickson","BSN","2.4","1003283"
"1914","George Kahler","CLE","0.0","1006665"
"1915","Lefty George","CIN","0.1","1004621"
"1915","Otto Hess","BSN","0.0","1005749"
"1917","Molly Craft","WAS","-0.2","1002719"
"1917","Roy Walker","CHC","0.0","1013531"
"1918","Harry Coveleski","DET","0.1","1002681"
"1919","Walter Anderson","PHA","0.1","1000245"
"1920","Virgil Barnes","NYG","0.1","1000576"
"1921","George Mohart","BRO","0.0","1009030"
"1928","Steve Slayton","BOS","0.0","1012064"
"1929","Walter Beall","WAS","-0.1","1000705"
"1934","Alex McColl","WAS","0.4","1008404"
"1935","Lee Grissom","CIN","0.6","1005073"
"1940","Red Anderson","WAS","0.3","1000239"
"1940","Charley Root","CHC","0.8","1011188"
"1941","Bill Brandt","PIT","0.1","1001345"
"1941","Joe Haynes","CHW","0.5","1005534"
"1942","Red Embree","CLE","1.1","1003763"
"1942","Joe Krakauskas","CLE","-0.2","1007134"
"1943","Chris Haughey","BRO","-0.2","1005498"
"1944","Steve Roser","NYY","0.8","1011220"
"1945","Hal Kleine","CLE","-0.1","1006992"
"1945","Lon Warneke","CHC","0.4","1013637"
"1947","Andy Karl","BSN","0.0","1006701"
"1947","Bob Klinger","BOS","-0.5","1007007"
"1951","Ross Grimsley","CHW","-0.1","1005070"
"1954","Dick Littlefield","- - -","2.5","1007661"
"1954","Phil Paine","MIL","-0.1","1009963"
"1957","Bill Harris","BRO","0.1","1005398"
"1963","Phil Regan","DET","0.3","1010785"
"1965","Aurelio Monteagudo","KCA","-0.1","1009063"
"1966","Dave Baldwin","WAS","0.2","1000477"
"1966","Aurelio Monteagudo","- - -","-0.2","1009063"
"1971","Dennis Higgins","STL","0.2","1005788"
"1971","Tom Timmermann","DET","0.4","1013071"
"1972","Rich Hinton","- - -","-0.3","1005854"
"1973","Buzz Capra","NYM","-0.3","1001928"
"1973","Chuck Seelbach","DET","0.0","1011718"
"1974","Greg Shanahan","LAD","-0.1","1011787"
"1977","Frank MacCormack","SEA","-0.2","1007898"
"1991","Mo Sanford","CIN","0.4","1011433"
"1994","Scott Klingenbeck","BAL","0.0","1007011"
"1998","Roger Pavlik","TEX","0.0","1010087"
"2000","Tony McKnight","HOU","0.6","1008602"
"2003","Kazuhisa Ishii","LAD","1.3","655"
"2011","Brian Burres","PIT","-0.2","3425"
"2014","Andrew Chafin","ARI","0.2","12988"
"2020","Tyler Thornburg","CIN","0.2","10688"
"1983","Tom Brennan","CLE","0.7","1001392"
"2011","Clayton Mortensen","COL","-0.1","3166"
"1994","Alex Fernandez","CHW","2.4","1003993"
"2001","Brad Voyles","KCR","-0.1","1490"
"1980","Steve McCatty","OAK","0.2","1008383"
"1974","Bill Bonham","CHC","5.0","1001165"
"2006","Beltran Perez","WSN","-0.1","2116"
"2008","Sean Marshall","CHC","0.7","5905"
"2015","Ian Thomas","- - -","0.2","13881"
"2017","Carson Fulmer","CHW","0.0","18311"
"2014","Matt Guerrier","MIN","0.0","2061"
"2018","Lance McCullers Jr.","HOU","2.4","14120"
"2006","Jose Mesa","COL","-0.3","961"
"2013","Darren Oliver","TOR","0.1","206"
"1986","Roy Lee Jackson","MIN","0.1","1006311"
"2011","Huston Street","COL","0.4","8258"
"2017","Keynan Middleton","LAA","0.1","15264"
"1990","Tim Birtsas","CIN","-0.1","1000985"
"1981","Fernando Arroyo","MIN","1.0","1000327"
"2017","Yu Darvish","- - -","3.7","13074"
"1981","Mike Proly","PHI","-0.3","1010545"
"1978","Jim Willoughby","CHW","0.7","1014047"
"1988","Juan Eichelberger","ATL","0.0","1003711"
"1990","Doug Sisk","ATL","-0.1","1012017"
"1992","Matt Maysey","MON","-0.2","1008314"
"1996","Joe Klink","SEA","-0.1","1007012"
"1996","Brian Sackinsky","BAL","-0.1","1011359"
"1997","Jeff Brantley","CIN","-0.1","1001358"
"1997","Donn Pall","FLA","-0.2","1009968"
"1999","Todd Erdos","NYY","-0.1","1003804"
"2001","Francisco Cordero","TEX","0.0","1243"
"2004","Josh Pearce","STL","0.0","1175"
"2004","Chin-hui Tsao","COL","0.1","1776"
"2008","Kiko Calero","OAK","0.1","1676"
"2010","Jesse English","WSN","0.1","4454"
"2013","Joe Paterson","ARI","0.0","2565"
"2013","Jose Ortega","DET","-0.2","9651"
"2014","Pat McCoy","DET","0.0","6605"
"2014","Mark Lowe","CLE","-0.2","7416"
"2014","Kendall Graveman","TOR","0.1","15514"
"2015","Carl Edwards Jr.","CHC","0.0","13607"
"2019","Jose Osuna","PIT","-0.1","12937"
"2019","Victor Arano","PHI","0.0","15915"
"2020","Nick Burdi","PIT","0.1","16074"
"2002","Nerio Rodriguez","- - -","0.0","403"
"2015","Blake Treinen","WSN","0.4","12572"
"1974","Rick Wise","BOS","1.0","1014155"
"2019","Heath Hembree","BOS","0.1","11632"
"1999","Joe Grahe","PHI","0.4","1004939"
"1976","Al Downing","LAD","0.4","1003450"
"1997","Kent Bottenfield","CHC","-0.1","1001226"
"2014","Tim Collins","KCR","-0.2","3164"
"1975","Joe Pactwa","CAL","0.1","1009941"
"1989","Tim Drummond","MIN","0.1","1003514"
"2000","Bobby Chouinard","COL","0.4","1002204"
"2019","Devin Smeltzer","MIN","0.5","19487"
"1998","Esteban Yan","TBD","0.2","1236"
"2006","Matt Wise","MIL","0.0","42"
"2012","Matt Guerrier","LAD","-0.4","2061"
"1980","Jeff Little","STL","0.4","1007664"
"1991","Wayne Edwards","CHW","-0.3","1003694"
"2020","Lou Trivino","OAK","0.2","15043"
"1977","Grant Jackson","PIT","-0.5","1006298"
"1986","Gene Walter","SDP","0.4","1013587"
"2002","Antonio Osuna","CHW","2.0","249"
"2012","Rex Brothers","COL","1.1","9794"
"1978","Dave Wallace","TOR","-0.1","1013543"
"2010","Chris Resop","- - -","0.2","3799"
"2011","Jose Contreras","PHI","0.2","1660"
"2013","Kelvin Herrera","KCR","0.5","6033"
"2015","Juan Nicasio","LAD","0.8","7731"
"1998","Travis Miller","MIN","0.4","742"
"2016","Cody Ege","- - -","-0.1","15928"
"1999","Dennis Cook","NYM","0.1","8"
"2009","Ryan Webb","SDP","-0.1","7474"
"2001","Gene Stechschulte","STL","-0.2","1184"
"2007","Mark McLemore","HOU","0.2","4655"
"1952","Johnny Hetki","SLB","0.0","1005752"
"1977","Cardell Camper","CLE","0.3","1001894"
"2003","Allen Levrault","FLA","0.0","925"
"2011","Jared Burton","CIN","-0.1","8346"
"2015","Daniel Hudson","ARI","0.8","7146"
"2004","Jason Grimsley","- - -","0.2","602"
"2004","Gary Majewski","MON","0.1","2131"
"2020","Sam Howard","PIT","0.0","16265"
"2013","Justin De Fratus","PHI","0.1","4955"
"2007","Scot Shields","LAA","0.8","35"
"1976","Ray Sadecki","- - -","-0.1","1011360"
"1955","Mike Fornieles","CHW","0.0","1004232"
"2012","Mickey Storey","HOU","0.5","4721"
"2002","Pat Mahomes","CHC","0.1","291"
"2016","Luke Hochevar","KCR","0.2","6943"
"1953","Ben Flowers","BOS","1.2","1004173"
"1988","Randy St. Claire","- - -","-0.5","1012443"
"2010","Jordan Smith","CIN","-0.3","9515"
"1986","John Smiley","PIT","-0.1","1012084"
"2003","Troy Brohawn","LAD","0.1","1110"
"2003","Erasmo Ramirez","TEX","0.5","1699"
"2017","James Pazos","SEA","0.3","13323"
"2014","Paco Rodriguez","LAD","0.1","13398"
"1991","Mark Lee","MIL","-0.7","1007461"
"1990","Vance Lovelace","SEA","-0.1","1007773"
"1993","Mike Christopher","CLE","-0.1","1002220"
"2002","Jeremy Hill","KCR","0.0","1607"
"2003","Kevin Gryboski","ATL","0.1","91"
"2010","Sean Green","NYM","-0.2","3001"
"2013","Drake Britton","BOS","0.3","2868"
"2020","Pedro Strop","CIN","-0.1","4070"
"2020","Trevor May","MIN","0.4","6398"
"2002","Mark Lukasiewicz","ANA","0.3","21"
"1934","Belve Bean","CLE","0.4","1000712"
"1991","Rob Mallicoat","HOU","-0.2","1008023"
"2020","Blake Treinen","LAD","0.5","12572"
"1942","Mike Ryba","BOS","-0.2","1011351"
"2014","Xavier Cedeno","WSN","0.0","36"
"2006","Davis Romero","TOR","0.1","2756"
"2005","Chad Bradford","BOS","0.3","904"
"2014","Joe Thatcher","- - -","0.1","4620"
"1993","Mike Oquist","BAL","0.2","1009828"
"2000","Cam Cairncross","CLE","0.2","1001823"
"2004","Sam McConnell","ATL","0.1","2355"
"1999","Roberto Rivera","SDP","-0.1","1011006"
"2000","Jesse Orosco","STL","-0.2","667"
"2019","Justin Shafer","TOR","-0.1","16132"
"1991","Archie Corbin","KCR","0.0","1002612"
"2009","Mark Melancon","NYY","0.0","4264"
"2017","Kyle Martin","BOS","-0.1","14860"
"2020","Jimmy Yacabonis","SEA","-0.1","15157"
"1931","Phil Collins","PHI","3.0","1002461"
"1949","Joe Coleman","PHA","3.7","1002427"
