"Season","Name","Team","WAR","playerid"
"1928","Tommy Thomas","CHW","4.2","1012996"
"1915","Emilio Palmero","NYG","-0.1","1009972"
"1967","Buster Narum","WAS","0.1","1009455"
"1935","Dutch Lieber","PHA","0.3","1007600"
"1945","Arnold Carter","CIN","0.2","1002013"
"1964","Ryne Duren","- - -","0.8","1003586"
"1909","Pat Ragan","- - -","0.0","1010650"
"2003","Juan Alvarez","FLA","-0.2","1432"
"2013","Andrew Cashner","SDP","2.7","8782"
"2020","A.J. Cole","TOR","0.2","11467"
"1941","Tot Pressnell","CHC","0.4","1010524"
"1954","Bob Feller","CLE","1.6","1003975"
"1967","Diego Segui","KCA","0.6","1011725"
"1980","Dewey Robinson","CHW","0.4","1011060"
"2013","Jamey Wright","TBR","0.5","715"
"2008","Ben Sheets","MIL","4.8","710"
"2006","Chris Carpenter","STL","5.0","1292"
"1980","Terry Forster","LAD","0.0","1004236"
"1980","George Stablein","SDP","0.2","1012372"
"1996","Paul Assenmacher","CLE","1.4","1000344"
"2009","Scott Downs","TOR","0.8","773"
"2020","Aroldis Chapman","NYY","0.3","10233"
"1994","Bob Wickman","NYY","1.6","413"
"2000","Sang-Hoon Lee","BOS","-0.1","1007465"
"1987","Kent Tekulve","PHI","1.1","1012905"
"1994","Johnny Ruffin","CIN","0.2","1011295"
"1997","Todd Jones","DET","1.8","436"
"2008","Andrew Brown","OAK","-0.1","2115"
"2009","Dan Meyer","FLA","0.5","4402"
"1991","John Costello","SDP","0.1","1002654"
"2015","Chasen Shreve","NYY","-0.2","10855"
"2020","Brusdar Graterol","LAD","0.3","20367"
"1974","Don McMahon","SFG","-0.1","1008629"
"1884","Charlie Morton","TOL","0.1","1009231"
"1920","George Lyons","STL","-0.2","1007882"
"1920","Johnny Miljus","BRO","-0.1","1008866"
"1944","Bob Malloy","CIN","0.0","1008026"
"1971","Camilo Pascual","CLE","0.5","1010039"
"1968","Claude Osteen","LAD","1.9","1009878"
"1913","Ed Willett","DET","1.9","1013966"
"1902","Jack Cronin","- - -","2.3","1002794"
"1946","Fred Hutchinson","DET","4.0","1006238"
"1976","Tommy John","LAD","3.5","1006515"
"1924","Firpo Marberry","WAS","2.0","1008100"
"1917","Jeff Tesreau","NYG","0.9","1012936"
"1965","Tommy John","CHW","3.0","1006515"
"1926","Percy Jones","CHC","1.4","1006581"
"1964","Ron Perranoski","LAD","0.5","1010201"
"2008","Cole Hamels","PHI","4.6","4972"
"2001","Darryl Kile","STL","4.5","1163"
"1984","Phil Niekro","NYY","3.8","1009583"
"1978","Rich Gale","KCR","1.8","1004444"
"1986","Lee Smith","CHC","1.8","1012175"
"1970","Mel Stottlemyre","NYY","3.1","1012579"
"1985","Edwin Nunez","SEA","0.1","1009658"
"1920","Clarence Mitchell","BRO","0.6","1008998"
"1992","Kenny Rogers","TEX","1.1","1277"
"2017","Marcus Stroman","TOR","3.4","13431"
"1914","Erv Kantlehner","PIT","-0.1","1006694"
"1918","Deacon Jones","DET","-0.2","1006549"
"1968","Nolan Ryan","NYM","0.6","1011348"
"2007","Matt Lindstrom","FLA","1.4","4604"
"1983","Odell Jones","TEX","1.1","1006579"
"1961","Dick Hall","BAL","2.7","1005241"
"1890","Bob Caruthers","BRO","2.3","1002026"
"1929","Bill Walker","NYG","2.3","1013508"
"1985","Eric Show","SDP","1.6","1011937"
"1933","Tommy Bridges","DET","3.5","1001421"
"1886","Adonis Terry","BRO","3.0","1012926"
"1956","Ellis Kinder","- - -","0.3","1006922"
"2004","Matt Miller","CLE","1.2","1754"
"1984","Juan Agosto","CHW","0.0","1000084"
"1941","Marius Russo","NYY","3.3","1011324"
"1954","Bob Keegan","CHW","1.9","1006744"
"1940","Vito Tamulis","BRO","2.6","1012817"
"1951","Al Brazle","STL","1.2","1001371"
"1957","Ray Narleski","CLE","1.3","1009452"
"1914","Rip Hagerman","CLE","0.9","1005198"
"1973","Darold Knowles","OAK","-0.2","1007058"
"1914","Paul Fittery","CIN","0.7","1004104"
"1944","Clyde King","BRO","0.6","1006925"
"1963","Dan Schneider","MIL","0.0","1011592"
"1973","Bruce Kison","PIT","0.2","1006978"
"1977","Dave Rozema","DET","3.2","1011273"
"2003","Hideo Nomo","LAD","3.3","666"
"1992","Bryan Hickerson","SFG","0.9","1005767"
"1921","Waite Hoyt","NYY","5.2","1006115"
"1960","Bob Buhl","MIL","0.6","1001637"
"1962","Ed Roebuck","LAD","-0.6","1011118"
"1972","Ray Sadecki","NYM","0.4","1011360"
"1987","Rick Reuschel","- - -","5.0","1010852"
"1975","Tom Burgmeier","MIN","0.6","1001668"
"1932","Red Ruffing","NYY","3.8","1011296"
"1925","Larry Benton","BSN","1.6","1000855"
"1972","Ray Lamb","CLE","1.9","1007278"
"1986","Craig Lefferts","SDP","0.8","1007476"
"1902","John McMakin","BRO","0.1","1008633"
"1914","Al Demaree","NYG","1.9","1003187"
"1921","Red Shea","NYG","0.3","1011837"
"1960","Sherman Jones","SFG","-0.2","1006592"
"1995","Tim Crabtree","TOR","0.3","1002715"
"1977","Steve Mingori","KCR","0.3","1008978"
"1998","John Hudek","- - -","-0.4","1006128"
"2006","Chad Gaudin","OAK","0.1","1783"
"2002","Scott Stewart","MON","1.5","797"
"2007","Pedro Feliciano","NYM","0.8","1601"
"1995","Pedro Borbon","ATL","0.4","1289"
"1942","Pete Appleton","- - -","0.2","1000283"
"1983","Rick Rhoden","PIT","5.0","1010887"
"1976","Fred Norman","CIN","2.7","1009632"
"1988","Don August","MIL","1.7","1000364"
"1903","John Malarkey","BSN","1.7","1008011"
"1923","Huck Betts","PHI","0.9","1000933"
"1963","Dave DeBusschere","CHW","0.3","1003121"
"1905","Togie Pittinger","PHI","3.0","1010376"
"1967","Larry Jackson","PHI","3.9","1006304"
"2006","Josh Johnson","FLA","2.6","4567"
"1959","Johnny Antonelli","SFG","4.1","1000277"
"1938","Clay Bryant","CHC","4.1","1001603"
"1908","George Mullin","DET","3.8","1009302"
"1973","Tommy John","LAD","3.3","1006515"
"1999","Paul Abbott","SEA","1.1","1061"
"1983","Dave Smith","HOU","0.2","1012117"
"2000","Bob Wickman","- - -","1.8","413"
"1997","Rich Loiselle","PIT","1.0","1007711"
"1985","Gary Lavelle","TOR","0.8","1007389"
"2005","David Riske","CLE","-0.1","402"
"1926","Garland Buckeye","CLE","1.6","1001618"
"1921","Jesse Barnes","NYG","2.6","1000566"
"1913","Bill Doak","STL","0.6","1003336"
"1923","Tony Kaufmann","CHC","1.6","1006718"
"1956","Jack Harshman","CHW","4.5","1005435"
"1912","Jack Powell","SLB","2.2","1010487"
"1966","Arnold Umbach","ATL","0.4","1013275"
"1920","Walt Kinney","PHA","0.4","1006947"
"1963","Carl Willey","NYM","0.4","1013965"
"2015","Scott Kazmir","- - -","2.3","4897"
"1995","Joey Eischen","LAD","0.0","774"
"1999","B.J. Ryan","- - -","0.6","168"
"2007","Juan Cruz","ARI","0.6","273"
"2015","Luke Gregerson","HOU","1.1","4090"
"2018","Zack Britton","- - -","0.1","3240"
"1975","Stan Thomas","TEX","1.0","1012994"
"2016","Hunter Strickland","SFG","0.7","7836"
"2003","Felix Rodriguez","SFG","0.2","1127"
"2010","Doug Slaten","WSN","0.3","3107"
"2012","Brandon Lyon","- - -","0.8","1312"
"2012","Chad Durbin","ATL","-0.7","1442"
"2000","Rod Beck","BOS","0.9","1730"
"2003","Brian Shouse","TEX","1.2","630"
"2007","Javier Lopez","BOS","0.1","1663"
"2015","Justin Wilson","NYY","1.5","4301"
"1919","Rosy Ryan","NYG","0.1","1011349"
"1943","Jim Bagby","CLE","1.8","1000412"
"1961","Jim O'Toole","CIN","5.6","1009897"
"1932","Tom Zachary","BSN","2.7","1014405"
"1924","Bill Doak","- - -","1.2","1003336"
"1912","Rube Benton","CIN","4.2","1000857"
"1963","Paul Toth","CHC","1.7","1013140"
"1968","Jim Britton","ATL","1.4","1001451"
"1946","Blix Donnelly","- - -","0.6","1003381"
"1981","Phil Niekro","ATL","2.0","1009583"
"1995","Stan Belinda","BOS","1.2","1000792"
"2013","Ivan Nova","NYY","2.1","1994"
"2020","Marco Gonzales","SEA","2.0","15467"
"2019","Pedro Baez","LAD","1.3","5420"
"1941","Jim Tobin","BSN","2.7","1013089"
"1982","Bob Stanley","BOS","2.0","1012409"
"1948","Rex Barney","BRO","3.3","1000571"
"2016","Jake Arrieta","CHC","3.5","4153"
"1991","Anthony Young","NYM","0.4","1014362"
"2018","Andrew Chafin","ARI","0.9","12988"
"2012","Jeremy Hellickson","TBR","0.8","4371"
"1997","Andy Benes","STL","5.1","1144"
"2009","Ted Lilly","CHC","3.7","833"
"1989","Tom Candiotti","CLE","4.4","1001911"
"1955","Frank Lary","DET","4.5","1007364"
"2006","Brandon Webb","ARI","6.5","1692"
"1965","Larry Sherry","DET","0.1","1011883"
"1977","Steve Rogers","MON","7.0","1011138"
"1980","Moose Haas","MIL","4.0","1005172"
"1917","Bill Doak","STL","2.2","1003336"
"1898","Frank Bates","CLE","0.3","1000659"
"1914","Eddie Matteson","PHI","0.4","1008251"
"1968","Ron Perranoski","MIN","0.5","1010201"
"1993","Carl Willis","MIN","1.5","1013979"
"2015","Tyler Duffey","MIN","1.3","13758"
"1980","Ed Whitson","SFG","3.2","1013911"
"1962","Eddie Fisher","CHW","2.2","1004085"
"1888","Hank O'Day","WAS","1.6","1009721"
"1931","Tom Zachary","BSN","2.7","1014405"
"1989","Mike Scott","HOU","2.6","1011691"
"1982","Steve Carlton","PHI","8.2","1001964"
"2015","Drew Smyly","TBR","1.0","11760"
"1925","Bill Sherdel","STL","3.1","1011869"
"2013","Travis Wood","CHC","3.0","9884"
"2013","Rafael Soriano","WSN","0.6","1100"
"1978","J.R. Richard","HOU","6.4","1010913"
"1914","George Kaiserling","IND","2.6","1006673"
"1911","George Chalmers","PHI","2.1","1002115"
"1897","Joe Corbett","BAL","4.9","1002610"
"2013","Alexi Ogando","TEX","1.0","10261"
"1985","Steve Farr","KCR","0.6","1003953"
"1941","Jim Turner","CIN","1.5","1013229"
"2002","Chad Bradford","OAK","2.0","904"
"2008","Jerry Blevins","OAK","0.6","7841"
"2019","David Hale","NYY","0.7","9756"
"2016","A.J. Achter","LAA","-0.4","11387"
"1981","Larry McWilliams","ATL","0.9","1008700"
"1993","Randy Myers","CHC","1.6","1009427"
"2005","Blaine Boyer","ATL","0.6","2237"
"2005","Andy Sisco","KCR","0.7","3706"
"2014","Javier Lopez","SFG","-0.4","1663"
"2013","Kris Medlen","ATL","2.4","9417"
"2017","Mike Clevinger","CLE","2.1","12808"
"2007","John Smoltz","ATL","5.5","115"
"1899","Pete Dowling","LOU","3.4","1003447"
"1998","Jim Mecir","TBD","1.3","930"
"1975","Don Kirkwood","CAL","1.0","1006972"
"1974","Mike Cuellar","BAL","3.0","1002853"
"1919","Ray Caldwell","- - -","1.3","1001832"
"1944","Preacher Roe","PIT","3.4","1011122"
"1942","Atley Donald","NYY","2.2","1003376"
"1972","Jim Colborn","MIL","1.2","1002409"
"1976","Ray Burris","CHC","2.8","1001729"
"1915","Bernie Boland","DET","1.9","1001137"
"1919","Bill Doak","STL","2.0","1003336"
"1975","Doug Rau","LAD","4.8","1010717"
"1981","Rick Reuschel","- - -","3.0","1010852"
"1980","Scott Sanderson","MON","2.7","1011422"
"1937","Syd Cohen","WAS","0.6","1002402"
"2011","Brian Wilson","SFG","0.3","6485"
"2017","David Hernandez","- - -","1.0","4259"
"1983","Steve Carlton","PHI","7.4","1001964"
"1907","Tex Pruiett","BOS","0.7","1010553"
"1986","Scott Garrelts","SFG","1.5","1004546"
"2018","Carlos Martinez","STL","2.1","11682"
"2006","Roberto Hernandez","- - -","0.3","605"
"2018","Jesse Biddle","ATL","0.3","11437"
"1982","Tom Hume","CIN","0.5","1006179"
"1984","Warren Brusstar","CHC","0.3","1001599"
"1920","Dana Fillingim","BSN","1.5","1004045"
"1940","Johnny Rigney","CHW","4.4","1010961"
"1993","Rick Aguilera","MIN","1.0","1000086"
"2002","Mike Lincoln","PIT","0.2","1457"
"1922","Curly Ogden","PHA","0.2","1009742"
"1947","Harry Taylor","BRO","1.4","1012875"
"2018","Michael Lorenzen","CIN","0.5","14843"
"1909","Charlie Smith","- - -","1.2","1012110"
"1913","Erskine Mayer","PHI","1.4","1008297"
"2018","Trevor Williams","PIT","2.7","16977"
"1972","Rick Wise","STL","4.8","1014155"
"1969","Mike Nagy","BOS","2.3","1009439"
"1975","Jim Kaat","CHW","5.1","1006660"
"1946","Early Wynn","WAS","0.6","1014309"
"2003","Carlos Zambrano","CHC","4.7","305"
"1943","Jesse Flores","PHA","3.2","1004170"
"1970","Chuck Taylor","STL","2.2","1012864"
"1920","Slim Sallee","- - -","0.9","1011385"
"1923","Jesse Haines","STL","3.8","1005209"
"1975","Dan Warthen","MON","2.5","1013644"
"1932","Bill Hallahan","STL","2.8","1005229"
"1937","Ed Brandt","PIT","1.5","1001348"
"1968","Lew Krausse","OAK","1.0","1007146"
"1907","Tom Hughes","WAS","2.4","1006163"
"1923","George Mogridge","WAS","2.3","1009029"
"1891","Silver King","PIT","4.5","1006943"
"1951","Vern Bickford","BSN","2.3","1000947"
"1900","Bill Dineen","BSN","4.1","1003317"
"1887","Tim Keefe","NYG","6.8","1006743"
"1947","Bill Dietrich","PHA","0.5","1003289"
"1915","Neal Brady","NYY","0.0","1001329"
"1915","Jack Harper","PHA","0.1","1005381"
"1918","Jack Ogden","NYG","-0.1","1009743"
"1920","Whitey Glazner","PIT","0.0","1004763"
"1944","Carl Lindquist","BSN","0.0","1007624"
"1945","Carl Scheib","PHA","0.0","1011538"
"1957","Harry Taylor","KCA","0.1","1012877"
"1959","Dick Hall","PIT","0.1","1005241"
"1967","Billy Wynne","NYM","0.2","1014311"
"1983","Curt Kaufman","NYY","0.1","1006717"
"1988","Mike Smith","MON","0.0","1012182"
"2013","Erik Davis","WSN","0.3","8422"
"1992","Bob Ayrault","PHI","0.4","1000389"
"2011","Lance Lynn","STL","0.5","2520"
"1987","Rich Gossage","SDP","1.0","1004894"
"1988","Wally Ritchie","PHI","-0.3","1010989"
"1984","Geoff Zahn","CAL","3.6","1014410"
"2005","John Parrish","BAL","0.1","160"
"1974","Frank Tanana","CAL","3.2","1012818"
"2003","Chad Fox","- - -","0.4","684"
"1965","Howie Reed","LAD","0.1","1010766"
"1966","Steve Carlton","STL","0.9","1001964"
"1971","John Curtis","BOS","0.5","1002905"
"1982","Mike Krukow","PHI","3.8","1007185"
"2013","Danny Salazar","CLE","1.2","5867"
"2000","Tomo Ohka","BOS","1.0","788"
"1975","Dick Tidrow","NYY","0.1","1013056"
"1984","Dave Von Ohlen","STL","0.5","1013454"
"2005","Jim Mecir","FLA","0.4","930"
"2008","Jake Westbrook","CLE","0.3","412"
"2010","Brandon Lyon","HOU","1.1","1312"
"2018","Joakim Soria","- - -","1.9","6941"
"1986","Jerry Reed","SEA","0.4","1010769"
"2013","Matt Lindstrom","CHW","0.9","4604"
"2011","Taylor Buchholz","NYM","-0.1","2168"
"2016","Jeff Manship","CLE","-0.3","6865"
"1964","Hal Reniff","NYY","0.4","1010833"
"1998","Jay Tessmer","NYY","0.0","851"
"2019","Tim Collins","CHC","0.0","3164"
"1993","Gene Nelson","- - -","0.7","1009501"
"1902","Rube Kisinger","DET","0.4","1006977"
"1953","Jim Willis","CHC","0.7","1014006"
"2018","Jon Edwards","CLE","-0.1","1483"
"2020","Rowan Wick","CHC","0.5","14646"
"1964","Bobby Shantz","- - -","0.3","1011804"
"1938","Johnny Vander Meer","CIN","2.3","1013350"
"1918","Vean Gregg","PHA","1.9","1005022"
"1968","Gary Bell","BOS","3.6","1000806"
"1910","Gene Moore","PIT","0.0","1009109"
"1912","Jim Bagby","CIN","-0.1","1000411"
"1914","Dick Niehaus","STL","-0.1","1009580"
"1939","Joe Callahan","BSN","0.4","1001843"
"1962","Bob Hartman","CLE","0.3","1005452"
"1910","Ed Reulbach","CHC","2.1","1010850"
"1938","Joe Krakauskas","WAS","1.6","1007134"
"1892","Kid Carsey","PHI","3.0","1002008"
"1984","Bud Black","KCR","4.3","1001007"
"1993","Tom Candiotti","LAD","4.2","1001911"
"1896","Nig Cuppy","CLE","5.9","1002884"
"1954","Duane Pillette","BAL","2.2","1010350"
"1936","Frank Gabler","NYG","1.1","1004414"
"1934","Bill Walker","STL","1.3","1013508"
"1944","Denny Galehouse","SLB","2.9","1004443"
"1991","Melido Perez","CHW","2.0","1010183"
"1907","Gus Dorner","BSN","1.8","1003414"
"1981","Eddie Solomon","PIT","1.1","1012268"
"1926","Stan Coveleski","WAS","3.7","1002682"
"2005","Mark Buehrle","CHW","5.9","225"
"1964","Jack Baldschun","PHI","0.8","1000475"
"1989","Jaime Navarro","MIL","1.8","1009465"
"2011","Gio Gonzalez","OAK","3.3","7448"
"1922","Tom Zachary","WAS","2.2","1014405"
"1963","Pedro Ramos","CLE","2.4","1010681"
"1977","Don Aase","BOS","2.2","1000003"
"1972","Ken Sanders","MIL","-0.5","1011417"
"1968","John Buzhardt","HOU","0.3","1001788"
"1974","Oscar Zamora","CHC","1.3","1014416"
"1987","Lee Smith","CHC","2.9","1012175"
"1993","Danny Cox","TOR","1.4","1002695"
"1952","Preacher Roe","BRO","2.4","1011122"
"2006","Adam Wainwright","STL","1.2","2233"
"1984","Storm Davis","BAL","4.7","1003080"
"2002","Mike DeJean","MIL","0.4","682"
"1992","Lee Smith","STL","1.2","1012175"
"1934","Johnny Murphy","NYY","1.7","1009368"
"1907","Jack Coombs","PHA","0.5","1002583"
"1944","Max Butcher","PIT","3.1","1001763"
"1946","Mort Cooper","BSN","2.9","1002598"
"1981","Bob Ojeda","BOS","0.5","1009756"
"2008","Dan Wheeler","TBR","0.3","120"
"1916","Earl Hamilton","- - -","0.3","1005273"
"1905","Kid Nichols","- - -","2.1","1009564"
"1891","Bob Caruthers","BRO","1.9","1002026"
"1972","Bill Bonham","CHC","0.9","1001165"
"2007","Chris Young","SDP","4.3","3196"
"2010","Jon Rauch","MIN","1.3","1475"
"1974","Don Demola","MON","0.2","1003197"
"2002","Valerio de los Santos","MIL","0.4","681"
"2009","Sean Burnett","- - -","-0.1","1886"
"1983","Charlie Lea","MON","3.2","1007423"
"1935","Red Ruffing","NYY","1.9","1011296"
"1984","Rick Mahler","ATL","3.4","1007988"
"1943","Joe Dobson","BOS","2.6","1003344"
"1917","Vic Aldridge","CHC","0.7","1000118"
"1913","Eppa Rixey","PHI","1.8","1011008"
"1970","Bob Gibson","STL","9.8","1004662"
"1988","Rick Reuschel","SFG","3.9","1010852"
"1993","Tom Edens","HOU","-0.2","1003671"
"2004","Trever Miller","TBD","0.9","1672"
"1909","Bill Grahame","SLB","1.1","1004925"
"1886","Ed Cushman","NYM","3.4","1002908"
"1975","Sparky Lyle","NYY","2.0","1007859"
"2017","Luis Castillo","CIN","1.9","15689"
"1989","John Franco","CIN","1.3","874"
"1922","Pete Donohue","CIN","3.7","1003390"
"1985","Scott Sanderson","CHC","2.2","1011422"
"1982","Kevin Saucier","DET","0.3","1011457"
"2018","Jeurys Familia","- - -","1.8","5114"
"1949","Bobby Hogue","BSN","0.2","1005931"
"1954","Don Johnson","CHW","1.6","1006448"
"1972","Paul Splittorff","KCR","3.9","1012346"
"2012","Brandon League","- - -","0.9","3731"
"1976","Danny Frisella","- - -","-0.7","1004365"
"1941","Johnny Lanning","PIT","2.5","1007328"
"1919","Jack Scott","BSN","0.5","1011683"
"1969","Vicente Romo","- - -","1.7","1011177"
"2018","Charlie Morton","HOU","2.8","4676"
"2020","Brent Suter","MIL","0.7","13942"
"1995","Mark Dewey","SFG","0.3","1003257"
"1957","Bud Byerly","WAS","0.9","1001789"
"1979","Sparky Lyle","TEX","0.6","1007859"
"1989","Roger Clemens","BOS","5.1","815"
"1997","Marc Valdes","MON","1.0","1013313"
"1981","Dave Schmidt","TEX","0.3","1011580"
"2008","Frank Francisco","TEX","1.5","1933"
"1940","Ira Hutchinson","STL","0.6","1006239"
"1966","Frank Bertaina","BAL","0.6","1000912"
"1913","George Baumgardner","SLB","1.2","1000686"
"1954","Dave Koslo","- - -","0.3","1007118"
"1944","Bill Fleming","CHC","1.1","1004144"
"1956","Gene Conley","MIL","1.6","1002507"
"1950","Max Lanier","STL","3.4","1007325"
"1911","Howie Camnitz","PIT","4.0","1001866"
"1998","Orlando Hernandez","NYY","3.4","823"
"1923","Sloppy Thurston","- - -","2.1","1013053"
"1961","Curt Simmons","STL","3.9","1011980"
"1911","Reggie Richter","CHC","0.6","1010932"
"1986","Steve Farr","KCR","0.9","1003953"
"2017","Gregory Infante","CHW","0.6","9119"
"1996","Bob Patterson","CHC","0.6","1010055"
"1946","Bob Chipman","CHC","-0.1","1002195"
"1998","Dustin Hermanson","MON","3.1","195"
"1971","Marty Pattin","MIL","3.4","1010074"
"1959","Bobby Locke","CLE","0.4","1007687"
"1971","Grant Jackson","BAL","1.1","1006298"
"1963","Jim Brosnan","- - -","0.0","1001479"
"2013","Alex Wood","ATL","1.6","13781"
"1959","Harvey Haddix","PIT","3.7","1005184"
"1911","Bob Harmon","STL","1.9","1005371"
"1988","John Cerutti","TOR","0.7","1002106"
"1993","Alex Fernandez","CHW","4.1","1003993"
"1883","Charlie Sweeney","PRO","0.7","1012774"
"1977","Tom Johnson","MIN","1.5","1006508"
"1972","Clay Kirby","SDP","1.6","1006960"
"1984","Doyle Alexander","TOR","5.0","1000122"
"1966","Bill Short","- - -","0.9","1011929"
"1995","Albie Lopez","CLE","0.2","102"
"1978","Al Fitzmorris","- - -","-0.3","1004119"
"2005","Ryan Dempster","CHC","1.8","517"
"1927","Herb Bradley","BOS","0.3","1001309"
"1947","Walt Masterson","WAS","4.4","1008230"
"1963","John Wyatt","KCA","0.2","1014303"
"1966","Claude Raymond","HOU","0.3","1010732"
"1970","Sandy Vance","LAD","1.0","1013344"
"2010","Kerry Wood","- - -","0.2","304"
"2002","Dave Elder","CLE","0.3","1535"
"2013","Josh Collmenter","ARI","0.9","7312"
"1981","Eric Show","SDP","0.2","1011937"
"2008","Jonathan Broxton","LAD","2.0","4759"
"2015","Cesar Jimenez","- - -","0.2","3762"
"2013","Sean Doolittle","OAK","1.6","1581"
"1909","Johnny Lush","STL","1.9","1007847"
"1911","King Cole","CHC","2.1","1002416"
"2005","John Patterson","WSN","4.3","71"
"1974","Bruce Dal Canton","KCR","2.2","1002936"
"1946","Claude Passeau","CHC","1.8","1010046"
"1977","Larry Gura","KCR","1.1","1005150"
"1970","Bill Singer","LAD","2.0","1012007"
"2009","Johan Santana","NYM","3.5","755"
"1982","Jim Palmer","BAL","3.0","1009973"
"1920","Walter Johnson","WAS","2.7","1006511"
"1913","Earl Moseley","BOS","1.3","1009239"
"1995","Bill Risley","SEA","1.3","1010986"
"2015","Marco Estrada","TOR","1.8","1118"
"1985","Rod Scurry","- - -","0.0","1011700"
"1933","Bill Swift","PIT","2.8","1012787"
"1990","Kenny Rogers","TEX","1.3","1277"
"1975","Danny Frisella","SDP","-0.2","1004365"
"1929","Burleigh Grimes","PIT","3.6","1005061"
"1982","Tim Lollar","SDP","2.3","1007715"
"1952","Chuck Stobbs","CHW","0.9","1012548"
"2003","Mark Mulder","OAK","4.5","932"
"1917","Frank Miller","PIT","3.1","1008897"
"1993","Todd Jones","HOU","-0.1","436"
"2016","Mychal Givens","BAL","1.2","10430"
"2005","Mike Myers","BOS","0.1","68"
"1909","Harry Howell","SLB","0.3","1006097"
"1916","Howard Ehmke","DET","0.5","1003707"
"1959","Fred Green","PIT","0.3","1004993"
"1923","Herb Pennock","NYY","3.3","1010161"
"1976","Steve Carlton","PHI","5.1","1001964"
"1926","Don Songer","PIT","0.6","1012278"
"1968","Dave Leonhard","BAL","0.1","1007540"
"1889","Bob Caruthers","BRO","3.6","1002026"
"1970","Jim Brewer","LAD","0.7","1001406"
"1970","Howie Reed","MON","0.1","1010766"
"1983","Craig Lefferts","CHC","0.1","1007476"
"1984","Scott Sanderson","CHC","3.6","1011422"
"1973","Bill Campbell","MIN","0.6","1001874"
"2018","Adam Warren","- - -","0.2","9029"
"2016","Nick Wittgren","MIA","0.3","15594"
"1916","Grover Lowdermilk","- - -","-0.2","1007784"
"1966","Dave Boswell","MIN","3.0","1001222"
"1913","George Kahler","CLE","1.6","1006665"
"1993","Frank Viola","BOS","2.7","1013435"
"1885","Stump Wiedman","DET","3.9","1013926"
"1914","Max Fiske","CWH","1.0","1004102"
"1980","John Littlefield","STL","0.3","1007665"
"2018","Jonathan Holder","NYY","1.2","16588"
"1989","Mike Bielecki","CHC","3.2","1000951"
"1971","Diego Segui","OAK","0.6","1011725"
"2017","Craig Stammen","SDP","0.1","7274"
"1998","Steve Reed","- - -","0.8","1053"
"1988","Bob Knepper","HOU","1.1","1007031"
"1973","Tom Hilgendorf","CLE","0.4","1005806"
"1982","Bill Laskey","SFG","2.4","1007367"
"1983","Mike Madden","HOU","0.5","1007944"
"1973","Alan Foster","STL","2.6","1004246"
"1952","Russ Meyer","PHI","4.2","1008833"
"1978","Dave Rozema","DET","3.1","1011273"
"2010","Brett Myers","HOU","3.9","962"
"1990","Bruce Hurst","SDP","4.0","1006222"
"1926","Carl Mays","CIN","4.5","1008313"
"1905","Case Patten","WAS","2.2","1010056"
"1892","George Haddock","BRO","2.4","1005185"
"1938","Red Barrett","CIN","-0.1","1000600"
"1940","Harry Eisenstat","CLE","0.6","1003717"
"1962","Marshall Bridges","NYY","0.5","1001419"
"2017","Domingo German","NYY","0.1","17149"
"1883","Jack (DA) Jones","- - -","1.9","1006564"
"1997","Kirt Ojala","FLA","-0.1","1009755"
"2014","Stephen Strasburg","WSN","4.5","10131"
"1974","Fred Norman","CIN","3.0","1009632"
"1976","Paul Lindblad","OAK","0.9","1007614"
"1987","Joe Hesketh","MON","0.3","1005747"
"1898","Walt Woods","CHI","1.3","1014245"
"1916","Al Schulz","CIN","0.8","1011623"
"1917","Rube Schauer","PHA","1.7","1011529"
"1921","Al Mamaux","BRO","0.4","1008049"
"1979","Tom Seaver","CIN","3.9","1011708"
"2002","Braden Looper","FLA","0.5","526"
"2016","Corey Kluber","CLE","4.9","2429"
"2017","Daniel Mengden","OAK","0.6","16980"
"1981","Ted Power","LAD","0.1","1010504"
"2009","Dan Haren","ARI","5.3","1757"
"2008","Chad Billingsley","LAD","3.9","5842"
"1996","Ron Villone","- - -","-0.2","1010"
"1986","Bob Knepper","HOU","3.5","1007031"
"1983","Juan Berenguer","DET","1.5","1000865"
"1977","Larry Andersen","CLE","0.0","1000236"
"1988","Tim Crews","LAD","0.7","1002765"
"1983","Tony Ghelfi","PHI","0.2","1004653"
"1989","John Tudor","LAD","0.1","1013215"
"2009","Steven Jackson","PIT","0.2","7341"
"2007","Glen Perkins","MIN","0.1","8041"
"1969","Bob Locker","- - -","0.6","1007688"
"2008","Matt Lindstrom","FLA","0.9","4604"
"2006","Clay Condrey","PHI","0.2","1579"
"2012","Sam LeCure","CIN","0.9","4664"
"2017","Ryan Sherriff","STL","0.1","12249"
"2016","Jumbo Diaz","CIN","-0.2","3397"
"1943","Bill Brandt","PIT","0.2","1001345"
"2019","Jordan Hicks","STL","0.5","19618"
"1988","Hipolito Pena","NYY","0.0","1010145"
"1912","Ben Van Dyke","BOS","0.1","1013352"
"1927","Stan Coveleski","WAS","0.1","1002682"
"1933","Ray Prim","WAS","0.4","1010537"
"1954","Bob Darnell","BRO","0.0","1002990"
"1959","Ed Donnelly","CHC","-0.1","1003383"
"1965","Dallas Green","WAS","0.4","1004989"
"1967","Dave Leonhard","BAL","0.1","1007540"
"1954","Frank Sullivan","BOS","3.9","1012691"
"1906","Andy Coakley","PHA","1.7","1002372"
"1941","Kirby Higbe","BRO","2.7","1005782"
