,Name,Season,Team,WAR
10742,Charley Schanz,1944,PHI,2.400000000000001
10743,Wally Schang,1913,PHA,41.1
10744,John Schappert,1882,STL,1.1
10745,Bill Schardt,1911,BRO,0.8
10746,Dan Schatzeder,1977,MON,9.4
10747,Jeff Schattinger,1981,KCR,0.0
10748,Rube Schauer,1913,NYG,1.7
10749,Al Scheer,1913,BRO,5.1000000000000005
10750,Fritz Scheeren,1914,PIT,0.0
10751,Owen Scheetz,1943,WAS,0.1
10752,Aaron Scheffer,1999,SEA,0.0
10753,Bob Scheffing,1941,CHC,3.4
10754,Ted Scheffler,1888,DET,3.3
10755,Lefty Schegg,1912,WAS,0.0
10756,Carl Scheib,1943,PHA,4.9
10757,Jack Scheible,1893,CLE,0.1
10758,Richie Scheinblum,1965,CLE,1.8000000000000003
10759,Danny Schell,1954,PHI,0.1
10760,Jim Schelle,1939,PHA,0.0
10761,Fred Schemanske,1923,WAS,0.2
10762,Mike Schemer,1945,NYG,0.7
10763,Bill Schenck,1882,LOU,1.0999999999999999
10764,John Scheneberg,1913,PIT,0.0
10765,Bill Scherrer,1982,CIN,0.3000000000000001
10766,Harry Scherer,1889,LOU,0.0
10767,Lou Schettler,1910,PHI,0.7000000000000001
10768,Chuck Schilling,1961,BOS,1.2999999999999996
10769,Bill Schindler,1920,STL,0.0
10770,Calvin Schiraldi,1984,NYM,3.2999999999999994
10771,Dutch Schirick,1914,SLB,0.1
10772,Larry Schlafly,1902,CHI,3.3
10773,Admiral Schlei,1904,CIN,5.1
10774,Rudy Schlesinger,1965,BOS,0.0
10775,Biff Schlitzer,1908,PHA,1.5
10776,Jay Schlueter,1971,HOU,0.1
10777,Boss Schmidt,1906,DET,1.7999999999999998
10778,Bob Schmidt,1958,SFG,2.8
10779,Butch Schmidt,1909,NYH,3.1
10780,Crazy Schmit,1890,PIT,0.9
10781,Dave Schmidt,1981,TEX,9.700000000000003
10782,Dave Schmidt,1981,BOS,0.3
10783,Freddy Schmidt,1944,STL,0.6
10784,Henry Schmidt,1903,BRO,1.2
10785,Johnny Schmitz,1941,CHC,20.499999999999996
10786,Mike Schmidt,1972,PHI,106.6
10787,Walter Schmidt,1916,PIT,3.2
10788,Willard Schmidt,1952,STL,4.4
10789,Charlie Schmutz,1914,BRO,0.7999999999999999
10790,Hank Schmulbach,1943,SLB,0.0
10791,Pete Schneider,1914,CIN,9.600000000000001
10792,Jumbo Schoeneck,1884,- - -,4.3
10793,Red Schoendienst,1945,STL,37.49999999999999
10794,Dick Schofield,1953,STL,7.9
10795,Dick Schofield,1983,CAL,13.9
10796,Otto Schomberg,1886,PIT,3.8999999999999995
10797,Mike Schooler,1988,SEA,4.7
10798,Gene Schott,1935,CIN,4.7
10799,Pete Schourek,1991,NYM,10.4
10800,Hank Schreiber,1914,CHW,5.551115123125783e-17
10801,Ossee Schreckengost,1897,LOU,7.5
10802,Steve Schrenk,1999,PHI,0.1
10803,Ted Schreiber,1963,NYM,0.1
10804,Pop Schriver,1886,BRO,5.5
10805,Al Schroll,1958,BOS,1.3
10806,Bill Schroeder,1983,MIL,3.1999999999999997
10807,Bob Schroder,1965,SFG,0.19999999999999996
10808,Ken Schrom,1980,TOR,3.1
10809,Ron Schueler,1972,ATL,3.6999999999999997
10810,Al Schulz,1912,NYH,6.300000000000001
10811,Barney Schultz,1955,STL,1.7
10812,Buddy Schultz,1975,CHC,1.7999999999999998
10813,Don Schulze,1983,CHC,2.5
10814,Frank Schulte,1904,CHC,30.8
10815,Fred Schulte,1927,SLB,13.6
10816,John Schultz,1891,STL,0.0
10817,Joe Schultz,1912,BSN,1.5999999999999996
10818,Johnny Schulte,1923,SLB,2.5999999999999996
10819,Joe Schultz,1939,PIT,0.5999999999999999
10820,Mike Schultz,1947,CIN,0.0
10821,Walt Schulz,1920,STL,0.0
10822,Webb Schultz,1924,CHW,0.0
10823,Wes Schulmerich,1931,BSN,5.6
10824,Hack Schumann,1906,PHA,0.0
10825,Hal Schumacher,1931,NYG,23.500000000000004
10826,Ferdie Schupp,1913,NYG,6.3999999999999995
10827,Rick Schu,1984,PHI,0.9000000000000002
10828,Wayne Schurr,1964,CHC,0.5
10829,Bill Schuster,1937,PIT,0.30000000000000004
10830,Carl Schutz,1996,ATL,0.1
10831,Bill Schwartz,1883,COL,0.0
10832,Blackie Schwamb,1948,SLB,0.1
10833,Don Schwall,1961,BOS,5.6
10834,Jeff Schwarz,1993,CHW,0.2
10835,Al Schweitzer,1908,SLB,1.8
10836,Hal Schwenk,1913,SLB,0.2
10837,Pi Schwert,1914,NYY,0.1
10838,Rudy Schwenck,1909,CHC,0.1
10839,Art Schwind,1912,BSN,0.0
10840,Mike Scioscia,1980,LAD,28.6
10841,Lou Scoffic,1936,STL,0.1
10842,Jim Scoggins,1913,CHW,0.0
10843,Daryl Sconiers,1981,CAL,0.5
10844,Herb Score,1955,CLE,11.6
10845,,1884,BAL,0.0
10846,Darryl Scott,1993,CAL,0.1
10847,Ed Scott,1900,CIN,4.6
10848,Everett Scott,1914,BOS,12.600000000000001
10849,George Scott,1920,STL,0.0
10850,George Scott,1966,BOS,36.5
10851,Jack Scott,1916,PIT,21.7
10852,Jim Scott,1909,CHW,18.900000000000002
10853,Jim Scott,1914,PRB,0.0
10854,Le Grant Scott,1939,PHI,0.2
10855,Milt Scott,1882,CHI,3.0
10856,Mike Scott,1979,NYM,27.8
10857,Pete Scott,1926,CHC,2.8
10858,Rodney Scott,1975,KCR,2.3000000000000003
10859,Tim Scott,1991,SDP,1.5000000000000002
10860,Tony Scott,1973,MON,3.4999999999999996
10861,Jim Scranton,1984,KCR,0.0
10862,Scott Scudder,1989,CIN,0.7000000000000001
10863,Rod Scurry,1980,PIT,2.4000000000000004
10864,Ray Searage,1981,NYM,1.2000000000000002
10865,Ken Sears,1943,NYY,0.7
10866,Tom Seaton,1912,PHI,13.899999999999999
10867,Tom Seats,1940,DET,1.7999999999999998
10868,Tom Seaver,1967,NYM,96.1
10869,Bob Sebra,1985,TEX,3.900000000000001
10870,Jimmy Sebring,1902,PIT,3.8999999999999995
10871,Doc Sechrist,1899,NYG,0.0
10872,Frank Secory,1940,DET,0.30000000000000004
10873,Duke Sedgwick,1921,PHI,0.3
10874,Charlie See,1919,CIN,0.09999999999999998
10875,Bob Seeds,1930,CLE,3.3306690738754696e-16
10876,Chuck Seelbach,1971,DET,0.6000000000000001
10877,Pat Seerey,1943,CLE,6.200000000000001
10878,Emmett Seery,1884,- - -,15.700000000000001
10879,Kevin Sefcik,1995,PHI,1.6999999999999997
10880,Diego Segui,1962,KCA,13.5
10881,Kurt Seibert,1979,CHC,0.0
10882,Socks Seibold,1915,PHA,4.7
10883,Kevin Seitzer,1986,KCR,26.6
10884,Kip Selbach,1894,WAS,36.8
10885,George Selkirk,1934,NYY,23.8
10886,Jeff Sellers,1985,BOS,3.3
10887,Epp Sell,1922,STL,0.2
10888,Dick Selma,1965,NYM,6.899999999999999
10889,Carey Selph,1929,STL,0.19999999999999998
10890,Andy Seminick,1943,PHI,24.2
10891,Frank Seminara,1992,SDP,0.9999999999999999
10892,Ray Semproch,1958,PHI,1.3
10893,Count Sensenderfer,1871,PHN,0.0
10894,Paul Sentell,1906,PHI,0.3
10895,Manny Seoane,1977,PHI,0.1
10896,Billy Serad,1884,BUF,2.6000000000000005
10897,Bill Serena,1949,CHC,5.699999999999999
10898,Wascar Serrano,2001,SDP,0.1
10899,Gary Serum,1977,MIN,2.5
10900,Scott Servais,1991,HOU,4.900000000000001
10901,Merle Settlemire,1928,BOS,0.1
10902,Hank Severeid,1911,CIN,14.799999999999999
10903,Rich Severson,1970,KCR,1.3
10904,Ed Seward,1885,PRO,15.700000000000003
10905,George Seward,1875,STL,0.19999999999999998
10906,Joe Sewell,1920,CLE,48.099999999999994
10907,Luke Sewell,1921,CLE,1.5999999999999996
10908,Rip Sewell,1932,DET,23.799999999999997
10909,Tommy Sewell,1927,CHC,0.0
10910,Frank Sexton,1895,BSN,0.3
10911,Jimmy Sexton,1977,SEA,0.7
10912,Socks Seybold,1899,CIN,23.1
10913,Gordon Seyfried,1963,CLE,0.1
10914,Cy Seymour,1896,NYG,38.199999999999996
10915,Jake Seymour,1882,PIT,0.0
10916,Tillie Shafer,1909,NYG,5.200000000000001
10917,John Shaffer,1886,NYM,0.8999999999999999
10918,Orator Shaffer,1874,- - -,22.500000000000004
10919,Art Shamsky,1965,CIN,6.700000000000001
10920,Wally Shaner,1923,CLE,0.0
10921,Harvey Shank,1970,CAL,0.0
10922,Howie Shanks,1912,WAS,6.999999999999999
10923,Dan Shannon,1889,LOU,0.09999999999999998
10924,Mike Shannon,1962,STL,8.0
10925,Red Shannon,1915,BSN,2.7
10926,Spike Shannon,1904,STL,8.600000000000001
10927,Billy Shantz,1954,PHA,0.9
10928,Bobby Shantz,1949,PHA,30.400000000000002
10929,Ralph Sharman,1917,PHA,0.3
10930,Dick Sharon,1973,DET,0.9
10931,Bill Sharp,1973,CHW,1.9
10932,Mike Sharperson,1987,- - -,5.0
10933,George Sharrott,1893,BRO,0.4
10934,Jack Sharrott,1890,NYG,1.4
10935,Shag Shaughnessy,1905,WAS,0.2
10936,Joe Shaute,1922,CLE,25.1
10937,Jeff Shaver,1988,OAK,0.0
10938,Jon Shave,1993,TEX,0.0
10939,Al Shaw,1907,STL,8.3
10940,Bob Shaw,1957,DET,18.7
10941,Dupee Shaw,1883,DET,15.600000000000001
10942,Hunky Shaw,1908,PIT,0.0
10943,Jeff Shaw,1990,CLE,6.6
10944,Jim Shaw,1913,WAS,13.6
10945,Bob Shawkey,1913,PHA,34.8
10946,Sam Shaw,1888,BAL,0.19999999999999998
10947,Danny Shay,1901,CLE,2.5
10948,Gerry Shea,1905,STL,0.0
10949,John Shea,1928,BOS,0.0
10950,Al Shealy,1928,NYY,1.0
10951,Mike Shea,1887,CIN,0.0
10952,Nap Shea,1902,PHI,0.0
10953,Dave Shean,1906,PHA,1.1999999999999997
10954,Ray Shearer,1957,MIL,0.1
10955,Spec Shea,1947,NYY,5.9
10956,Jimmy Sheckard,1897,BRO,56.4
10957,Biff Sheehan,1895,STL,0.1
10958,Tommy Sheehan,1900,NYG,3.8999999999999995
10959,Tom Sheehan,1915,PHA,3.3999999999999995
10960,Earl Sheely,1921,CHW,18.4
10961,Chuck Sheerin,1936,PHI,0.1
10962,Larry Sheets,1984,BAL,2.3
10963,John Shelby,1981,BAL,2.4999999999999996
10964,Bob Sheldon,1974,MIL,0.2
10965,Rollie Sheldon,1961,NYY,4.5
10966,Frank Shellenback,1918,CHW,0.7999999999999999
10967,Hugh Shelley,1935,DET,0.0
10968,Jim Shellenback,1966,PIT,0.9999999999999998
10969,Steve Shemo,1944,BSN,0.0
10970,Bert Shepard,1945,WAS,0.0
10971,Jack Shepard,1953,PIT,2.8
10972,Bill Sherdel,1918,STL,29.100000000000005
10973,Neill Sheridan,1948,BOS,0.0
10974,Pat Sheridan,1981,KCR,4.8
10975,Red Sheridan,1918,BRO,0.0
10976,Roy Sherid,1929,NYY,2.2
10977,Ed Sherling,1924,PHA,0.1
10978,Vince Sherlock,1935,BRO,0.2
10979,Joe Sherman,1915,PHA,0.3
10980,Dennis Sherrill,1978,NYY,0.0
10981,Fred Sherry,1911,WAS,0.3
10982,Larry Sherry,1958,LAD,2.0
10983,Norm Sherry,1959,LAD,0.5
10984,Jimmy Shevlin,1930,DET,0.10000000000000003
10985,Charlie Shields,1902,- - -,1.2
10986,Vince Shields,1924,STL,0.1
10987,Jim Shilling,1939,- - -,0.2
10988,Ginger Shinault,1921,CLE,0.0
10989,Billy Shindle,1886,DET,19.7
10990,Tim Shinnick,1890,LOU,2.8000000000000003
10991,Dave Shipanoff,1985,PHI,0.0
10992,Bill Shipke,1906,CLE,1.9
10993,Art Shires,1928,CHW,1.6
10994,Duke Shirey,1920,WAS,0.0
10995,Bob Shirley,1977,SDP,9.1
10996,Steve Shirley,1982,LAD,0.2
10997,Tex Shirley,1941,PHA,0.7
10998,George Shoch,1886,WAS,9.7
10999,Urban Shocker,1916,NYY,44.3
11000,Milt Shoffner,1929,CLE,3.1999999999999997
11001,Bill Shores,1928,PHA,1.8999999999999997
11002,Ernie Shore,1912,NYG,8.7
11003,Bill Short,1960,NYY,0.9
11004,Chick Shorten,1915,BOS,0.19999999999999996
11005,Chris Short,1959,PHI,28.399999999999995
11006,Burt Shotton,1909,SLB,22.3
11007,Clyde Shoun,1935,CHC,9.7
11008,Eric Show,1981,SDP,12.1
11009,Lev Shreve,1887,- - -,0.5999999999999999
11010,Harry Shriver,1922,BRO,0.5
11011,George Shuba,1948,BRO,2.8000000000000003
11012,Frank Shugart,1890,CPI,4.5
11013,Anthony Shumaker,1999,PHI,0.1
11014,Harry Shuman,1942,PIT,0.0
11015,Dick Siebert,1932,BRO,6.999999999999999
11016,Norm Siebern,1956,NYY,21.2
11017,Sonny Siebert,1964,CLE,35.10000000000001
11018,Dwight Siebler,1963,MIN,0.30000000000000004
11019,Candy Sierra,1988,- - -,0.1
11020,Ed Siever,1901,DET,13.700000000000001
11021,Roy Sievers,1949,SLB,27.599999999999998
11022,Tripp Sigman,1929,PHI,0.2
11023,Seth Sigsby,1893,NYG,0.0
11024,Ed Silch,1888,BRO,0.2
11025,Danny Silva,1919,WAS,0.0
11026,Charlie Silvera,1948,NYY,1.8999999999999997
11027,Ken Silvestri,1939,CHW,0.5
11028,Luis Silverio,1978,KCR,0.4
11029,Al Sima,1950,WAS,0.5999999999999999
11030,Bill Simas,1995,CHW,1.9000000000000001
11031,Al Simmons,1924,PHA,69.4
11032,Brian Simmons,1998,CHW,0.10000000000000003
11033,Curt Simmons,1947,PHI,54.3
11034,Nelson Simmons,1984,DET,0.09999999999999998
11035,Ted Simmons,1968,STL,54.4
11036,Mike Simms,1990,HOU,1.8
11037,Hank Simon,1887,CLE,1.7999999999999998
11038,Harry Simpson,1951,CLE,5.3999999999999995
11039,Steve Simpson,1972,SDP,0.1
11040,Wayne Simpson,1970,CIN,1.3999999999999997
11041,Duke Sims,1964,CLE,14.7
11042,Greg Sims,1966,HOU,0.0
11043,Pete Sims,1915,SLB,0.1
11044,Steve Sinclair,1998,TOR,0.09999999999999998
11045,Bert Sincock,1908,CIN,0.1
11046,Bill Singer,1964,LAD,31.500000000000004
11047,Elmer Singleton,1945,BSN,0.5
11048,John Singleton,1922,PHI,0.5
11049,Ken Singleton,1970,NYM,44.4
11050,Fred Sington,1934,WAS,1.9
11051,John Sipin,1969,SDP,0.3
11052,Mike Sirotka,1995,CHW,11.499999999999998
11053,Tommie Sisk,1962,PIT,3.8999999999999995
11054,Dave Sisler,1956,BOS,2.1
11055,Dick Sisler,1946,STL,5.8999999999999995
11056,George Sisler,1915,SLB,52.900000000000006
11057,Sibby Sisti,1939,BSN,0.7999999999999996
11058,Carl Sitton,1909,CLE,0.1
11059,Jim Siwy,1982,CHW,0.0
11060,Ted Sizemore,1969,LAD,13.700000000000001
11061,Frank Skaff,1935,BRO,0.5
11062,Dave Skaggs,1977,BAL,0.8
11063,Joe Skalski,1989,CLE,0.0
11064,Dave Skaugstad,1957,CIN,0.0
11065,Roe Skidmore,1970,CHC,0.0
11066,Alexander Skinner,1884,- - -,0.0
11067,Bob Skinner,1954,PIT,13.1
11068,Joel Skinner,1983,CHW,0.7999999999999999
11069,Lou Skizas,1956,- - -,2.1999999999999997
11070,John Skopec,1901,CHW,0.5
11071,Bill Skowron,1954,NYY,28.599999999999998
11072,Bob Skube,1982,MIL,0.2
11073,Gordon Slade,1930,BRO,2.4999999999999996
11074,Jimmy Slagle,1899,WAS,21.099999999999998
11075,John Slagle,1891,CKE,0.0
11076,Roger Slagle,1979,NYY,0.0
11077,John Slappey,1920,PHA,0.1
11078,Jim Slaton,1971,MIL,15.2
11079,Mike Slattery,1884,BSU,1.9
11080,Barney Slaughter,1910,PHI,0.0
11081,Don Slaught,1982,KCR,21.0
11082,Enos Slaughter,1938,STL,51.300000000000004
11083,Bill Slayback,1972,DET,2.0
11084,Steve Slayton,1928,BOS,0.0
11085,Lou Sleater,1950,SLB,0.09999999999999995
11086,Bruce Sloan,1944,NYG,0.1
11087,Tod Sloan,1913,SLB,0.0
11088,Lefty Sloat,1948,BRO,0.1
11089,Heathcliff Slocumb,1991,CHC,5.3
11090,Jim Small,1955,DET,2.7755575615628914e-17
11091,Mark Small,1996,HOU,0.0
11092,Roy Smalley,1948,CHC,2.8
11093,Roy Smalley,1975,TEX,27.799999999999997
11094,Will Smalley,1890,CLE,0.10000000000000003
11095,J.D. Smart,1999,MON,0.2
11096,Joe Smaza,1946,CHW,0.0
11097,John Smiley,1986,PIT,29.799999999999997
11098,,1884,BAL,0.0
11099,Al Smith,1926,NYG,0.0
11100,Al Smith,1934,NYG,13.299999999999999
11101,Al Smith,1953,CLE,23.4
11102,Bernie Smith,1970,MIL,0.3
11103,Bill Smith,1886,DET,0.6000000000000001
11104,Bill Smith,1958,STL,0.6000000000000001
11105,Billy Smith,1975,CAL,2.3
11106,Bob Smith,1923,BSN,11.0
11107,Bob Smith,1955,BOS,0.20000000000000007
11108,Bob Smith,1958,BOS,0.7999999999999999
11109,Bryn Smith,1981,MON,26.699999999999996
11110,Brian Smith,2000,PIT,0.0
11111,Charlie Smith,1871,NYM,0.1
11112,Charlie Smith,1902,CLE,11.799999999999999
11113,Charley Smith,1960,LAD,3.7000000000000006
11114,Chris Smith,1981,MON,0.09999999999999998
11115,Chuck Smith,2000,FLA,4.199999999999999
11116,Clay Smith,1938,CLE,0.1
11117,Dave Smith,1938,PHA,0.1
11118,Dave Smith,1980,HOU,8.500000000000002
11119,Daryl Smith,1990,KCR,0.2
11120,Doug Smith,1912,BOS,0.0
11121,Dwight Smith,1989,CHC,3.3000000000000007
11122,Earl Smith,1916,CHC,2.3
11123,Earl Smith,1919,NYG,14.9
11124,Edgar (EE) Smith,1883,- - -,0.3
11125,Edgar (AE) Smith,1883,BSN,0.2
11126,Ed Smith,1906,SLB,0.4
11127,Eddie Smith,1936,PHA,14.1
11128,Elmer Smith,1886,CIN,44.800000000000004
11129,Elmer Smith,1914,CLE,13.6
11130,Fred Smith,1890,TOL,2.1
11131,Frank Smith,1904,CHW,25.7
11132,Fred Smith,1907,CIN,0.0
11133,Fred Smith,1913,BSN,1.5
11134,Germany Smith,1884,- - -,27.2
11135,George Smith,1916,NYG,7.999999999999998
11136,Harvey Smith,1896,WAS,0.5
11137,Harry Smith,1912,CHW,0.1
11138,Hal Smith,1932,PIT,1.7000000000000002
11139,Hal Smith,1955,BAL,7.300000000000001
11140,Hal Smith,1956,STL,1.5999999999999994
11141,Heinie Smith,1897,LOU,0.30000000000000004
11142,Jack Smith,1915,STL,13.6
11143,Jim Smith,1982,PIT,0.0
11144,John Smith,1882,- - -,0.4
11145,Jud Smith,1893,- - -,1.0
11146,Keith Smith,1977,TEX,0.09999999999999998
11147,Ken Smith,1981,ATL,0.2
11148,Keith Smith,1984,NYY,0.0
11149,Leo Smith,1890,RCH,0.4
11150,Lee Smith,1980,CHC,26.300000000000004
11151,Lonnie Smith,1978,PHI,34.89999999999999
11152,Mark Smith,1983,OAK,0.2
11153,Mike Smithson,1982,TEX,11.9
11154,Nate Smith,1962,BAL,0.0
11155,Ollie Smith,1894,LOU,0.6
11156,Ozzie Smith,1978,SDP,67.50000000000001
11157,Paddy Smith,1920,BOS,0.0
11158,Pete Smith,1987,ATL,5.400000000000001
11159,Phenomenal Smith,1884,- - -,12.2
11160,Pop Smith,1880,CIN,17.499999999999996
11161,Pop-Boy Smith,1913,CHW,0.0
11162,Rex Smith,1886,PHA,0.0
11163,Red Smith,1911,BRO,28.5
11164,Red Smith,1925,PHA,0.1
11165,Reggie Smith,1966,BOS,64.7
11166,Roy Smith,1984,CLE,3.0
11167,Rufus Smith,1927,DET,0.0
11168,Sherry Smith,1911,PIT,26.1
11169,Skyrocket Smith,1888,LOU,0.9
11170,Syd Smith,1908,- - -,1.2
11171,Tom Smith,1894,BSN,0.1
11172,Tony Smith,1907,WAS,0.5000000000000001
11173,Wally Smith,1911,STL,0.9999999999999998
11174,Willie Smith,1963,DET,1.1000000000000003
11175,Zane Smith,1984,ATL,30.4
11176,Lefty Smoll,1940,PHI,0.6
11177,Homer Smoot,1902,STL,12.000000000000002
11178,Henry Smoyer,1912,SLB,0.1
11179,Frank Smykal,1916,PIT,0.2
11180,Clancy Smyres,1944,BRO,0.0
11181,Harry Smythe,1929,PHI,0.8999999999999999
11182,John Sneed,1884,IND,4.9
11183,Charlie Snell,1912,SLB,0.0
11184,Nate Snell,1984,BAL,1.0
11185,Wally Snell,1913,BOS,0.0
11186,Duke Snider,1947,BRO,63.699999999999996
11187,Van Snider,1988,CIN,0.0
11188,Roxy Snipes,1923,CHW,0.0
11189,Fred Snodgrass,1908,NYG,19.5
11190,Colonel Snover,1919,NYG,0.1
11191,Bill Snyder,1919,WAS,0.1
11192,Brian Snyder,1985,SEA,0.2
11193,Cory Snyder,1986,CLE,1.6
11194,Frank Snyder,1912,STL,14.7
11195,George Snyder,1882,PHA,0.1
11196,Gene Snyder,1959,LAD,0.3
11197,Jack Snyder,1914,BUF,0.0
11198,Jim Snyder,1872,BKE,0.0
11199,John Snyder,1998,CHW,2.0
11200,Pop Snyder,1873,WSN,8.5
11201,Russ Snyder,1959,KCA,6.300000000000001
11202,Scott Sobkowiak,2001,ATL,0.0
11203,Chief Sockalexis,1897,CLE,1.3
11204,Bill Sodd,1937,CLE,0.0
11205,Eric Soderholm,1971,MIN,20.400000000000002
11206,Steve Soderstrom,1996,SFG,0.0
11207,Tony Solaita,1968,NYY,7.8
11208,Marcelino Solis,1958,CHC,0.2
11209,Eddie Solomon,1973,LAD,3.9
11210,Mose Solomon,1923,NYG,0.1
11211,Moose Solters,1934,BOS,7.3000000000000025
11212,Ed Somerville,1875,- - -,0.8
11213,Joe Sommer,1880,CIN,9.300000000000002
11214,Rudy Sommers,1912,CHC,0.20000000000000004
11215,Lary Sorensen,1977,MIL,19.299999999999997
11216,Bill Sorrell,1965,PHI,0.1
11217,Chick Sorrells,1922,CLE,0.0
11218,Paul Sorrento,1989,MIN,5.9
11219,Vic Sorrell,1928,DET,14.6
11220,Elias Sosa,1972,SFG,5.100000000000001
11221,Allen Sothoron,1914,SLB,16.900000000000002
11222,Mario Soto,1977,CIN,22.9
11223,Steve Souchock,1946,NYY,2.6000000000000005
11224,Billy Southworth,1915,CLE,21.8
11225,Bill Southworth,1964,MIL,0.2
11226,Clyde Southwick,1911,SLB,0.0
11227,Bill Sowders,1888,BSN,5.6
11228,John Sowders,1887,IND,4.1000000000000005
11229,Len Sowders,1886,BAL,0.2
11230,Bob Spade,1907,CIN,3.1
11231,Warren Spahn,1942,BSN,81.39999999999999
11232,Al Spalding,1871,BSN,39.7
11233,Al Spangler,1959,MIL,2.6999999999999993
11234,Bill Spanswick,1964,BOS,0.1
11235,Jeff Sparks,1999,TBD,0.0
11236,Steve Sparks,2000,PIT,0.0
11237,Tully Sparks,1897,PHI,20.099999999999998
11238,Joe Sparma,1964,DET,5.500000000000001
11239,Bob Speake,1955,CHC,0.6000000000000001
11240,Tris Speaker,1907,BOS,130.8
11241,Cliff Speck,1986,ATL,0.1
11242,By Speece,1924,WAS,1.2999999999999998
11243,Floyd Speer,1943,CHW,0.0
11244,Kid Speer,1909,DET,0.19999999999999998
11245,Tim Spehr,1991,KCR,1.4999999999999998
11246,Chris Speier,1971,SFG,31.2
11247,Ben Spencer,1913,WAS,0.1
11248,Daryl Spencer,1952,NYG,11.600000000000001
11249,Glenn Spencer,1928,PIT,0.7999999999999999
11250,Hack Spencer,1912,SLB,0.0
11251,Jim Spencer,1968,CAL,3.5999999999999988
11252,Stan Spence,1940,BOS,23.599999999999998
11253,Stan Spencer,1998,SDP,1.0999999999999999
11254,Tubby Spencer,1905,SLB,2.2
11255,Paul Speraw,1920,SLB,0.0
11256,Ed Sperber,1924,BSN,0.2
11257,Bill Spiers,1989,MIL,9.4
11258,Ed Spiezio,1964,STL,3.5999999999999988
11259,Charlie Spikes,1972,NYY,0.20000000000000007
11260,Dan Spillner,1974,SDP,10.200000000000001
11261,Harry Spilman,1978,CIN,1.1102230246251565e-16
11262,Scipio Spinks,1969,HOU,2.1
11263,Paul Splittorff,1970,KCR,31.6
11264,Andy Spognardi,1932,BOS,0.3
11265,Paul Spoljaric,1994,TOR,0.8000000000000002
11266,Karl Spooner,1954,BRO,3.8000000000000003
11267,Jim Spotts,1930,PHI,0.0
11268,Jerry Spradlin,1993,CIN,2.8000000000000003
11269,Charlie Sprague,1887,CHI,0.3
11270,Ed Sprague,1991,TOR,4.3999999999999995
11271,Homer Spragins,1947,PHI,0.1
11272,Ed Springer,1889,LOU,0.0
11273,Steve Springer,1990,CLE,0.0
11274,Bob Sprout,1961,LAA,0.1
11275,Bobby Sprowl,1978,BOS,0.0
11276,Ed Spurney,1891,PIT,0.1
11277,George Stablein,1980,SDP,0.2
11278,Eddie Stack,1910,PHI,2.5
11279,Bill Stafford,1960,NYY,7.2
11280,Bob Stafford,1890,PHA,0.0
11281,General Stafford,1890,BUF,1.4000000000000001
11282,Heinie Stafford,1916,NYG,0.0
11283,Steve Staggs,1977,TOR,0.39999999999999997
11284,Chick Stahl,1897,BSN,33.0
11285,Jake Stahl,1903,BOS,18.200000000000003
11286,Larry Stahl,1964,KCA,1.9
11287,Scott Stahoviak,1993,MIN,1.0
11288,Roy Staiger,1975,NYM,1.5000000000000002
11289,Gale Staley,1925,CHC,0.4
11290,Gerry Staley,1947,STL,17.700000000000003
11291,Harry Staley,1888,PIT,23.8
11292,George Staller,1943,PHA,0.5
11293,Tracy Stallard,1960,BOS,1.2000000000000002
11294,Oscar Stanage,1906,CIN,0.0
11295,Jerry Standaert,1925,BRO,0.4
11296,Pete Standridge,1911,STL,0.5
11297,Kevin Stanfield,1979,MIN,0.0
11298,Lee Stange,1961,MIN,10.3
11299,Don Stanhouse,1972,TEX,0.7999999999999997
11300,Andy Stankiewicz,1992,NYY,1.2999999999999996
11301,Eddie Stanky,1943,CHC,37.8
11302,Tom Stankard,1904,PIT,0.0
11303,Bob Stanley,1977,BOS,20.9
11304,Fred Stanley,1969,SEA,0.6
11305,Jim Stanley,1914,CWH,0.2
11306,Mickey Stanley,1964,DET,11.400000000000002
11307,Mike Stanley,1986,TEX,21.200000000000003
11308,Jack Stansbury,1918,BOS,0.0
11309,Leroy Stanton,1970,NYM,5.5
11310,Mike Stanton,1975,HOU,4.700000000000001
11311,Dave Stapleton,1980,BOS,3.5
11312,Dave Stapleton,1987,MIL,0.3
11313,Willie Stargell,1962,PIT,62.99999999999999
11314,Charlie Starr,1905,SLB,0.19999999999999998
11315,Dick Starr,1947,NYY,0.5
11316,Herman Starrette,1963,BAL,0.4
11317,Ray Starr,1932,STL,2.8000000000000003
11318,Joe Start,1871,NYM,31.5
11319,Dave Staton,1993,SDP,0.3
11320,Jigger Statz,1919,NYG,6.2
11321,Rusty Staub,1963,HOU,47.900000000000006
11322,Ed Stauffer,1923,CHC,0.1
11323,Ebba St. Claire,1951,BSN,0.6999999999999998
11324,Bill Stearns,1871,WSO,6.6
11325,Ecky Stearns,1880,BUF,4.599999999999999
11326,John Stearns,1974,PHI,18.7
11327,Bill Steele,1910,STL,5.3
11328,Bob Steele,1916,STL,5.3
11329,Elmer Steele,1907,BOS,5.4
11330,Bill Steen,1912,CLE,7.8
11331,John Stefero,1983,BAL,0.0
11332,Ben Steiner,1945,BOS,1.0
11333,Bill Stein,1972,STL,4.8
11334,Ed Stein,1890,CHI,13.799999999999999
11335,Gene Steinbrenner,1912,PHI,0.0
11336,Harry Steinfeldt,1898,CIN,31.999999999999996
11337,Hank Steinbacher,1937,CHW,1.0
