"Name","Team","WAR","playerid"
"Fred Blanding","CLE","6.6","1001045"
"Reggie Richter","CHC","0.6","1010932"
"Fred Gladding","- - -","3.4","1004751"
"Kyle McGrath","SDP","0.0","16793"
"Chris Howard","- - -","0.2","1006073"
"Al McBean","- - -","7.9","1008337"
"Armando Benitez","- - -","9.9","865"
"Guy Morton","CLE","26.4","1009232"
"Tyler Clippard","- - -","8.9","5640"
"Ernie Koob","SLB","1.3","1007100"
"George Cunningham","DET","3.5","1002880"
"Cecil Upshaw","- - -","2.7","1013292"
"Dave Dravecky","- - -","10.6","1003486"
"Marius Russo","NYY","8.3","1011324"
"Lefty Williams","- - -","15.0","1014015"
"Bill Kelso","- - -","0.0","1006820"
"Donnie Hart","- - -","0.3","15306"
"Leon Cadore","- - -","15.3","1001811"
"Bert Gallia","- - -","11.4","1004460"
"Max Fiske","CWH","1.0","1004102"
"Jeff Terpko","- - -","-0.5","1012921"
"John Brebbia","STL","2.0","12777"
"Tug McGraw","- - -","13.4","1008545"
"Rube Manning","NYH","3.6","1008069"
"Mike Cuellar","- - -","40.6","1002853"
"Jack (DA) Jones","- - -","1.9","1006564"
"Norm Brown","PHA","-0.1","1001549"
"Tony Ghelfi","PHI","0.2","1004653"
"Michael Gonzalez","- - -","5.4","1794"
"Ed Donnelly","CHC","-0.1","1003383"
"Wally Ritchie","PHI","-0.7","1010989"
"Mel Queen","- - -","3.3","1010592"
"Mike Marshall","- - -","15.1","1008144"
"Wayne Granger","- - -","0.3","1004945"
"Kazuhiro Sasaki","SEA","4.1","1098"
"Tom Seaton","- - -","13.1","1011706"
"Bobby Keefe","- - -","3.3","1006739"
"Cody Allen","- - -","6.8","12183"
"Don Wilson","HOU","26.1","1014071"
"Bob Reynolds","- - -","2.7","1010863"
"John Sutton","- - -","0.2","1012747"
"Norm McRae","DET","0.0","1008688"
"Larry Andersen","- - -","14.6","1000236"
"Eppa Rixey","- - -","65.9","1011008"
"Raisel Iglesias","CIN","7.7","17130"
"Walt Leverenz","SLB","0.1","1007566"
"Luke Gregerson","- - -","8.8","4090"
"Red Faber","CHW","54.7","1003889"
"J.R. Richard","HOU","32.4","1010913"
"Sal Maglie","- - -","24.0","1007968"
"Harry Hulihan","BSN","0.2","1006175"
"Terry Leach","- - -","5.7","1007427"
"Cody Stashak","MIN","0.8","18088"
"Josh Spence","SDP","0.1","11260"
"Walker Buehler","LAD","8.5","19374"
"Dave Leonhard","BAL","-0.6","1007540"
"Lou Fette","- - -","5.2","1004018"
"Bob Logan","- - -","2.4","1007704"
"Elmer Knetzer","- - -","9.6","1007034"
"Tyler Rogers","SFG","1.0","15541"
"Jeff Reardon","- - -","10.0","1010741"
"Greg Maddux","- - -","116.7","104"
"Kim Seaman","STL","-0.4","1011702"
"Corey Kluber","- - -","34.6","2429"
"Earl Hamilton","- - -","19.6","1005273"
"Al Alburquerque","- - -","2.6","6324"
"Tim Cooney","STL","0.4","13762"
"Hi Bithorn","- - -","5.4","1000998"
"Jake Thielman","- - -","3.8","1012955"
"Grant Thatcher","BRO","0.3","1012945"
"Jesse Orosco","- - -","12.0","667"
"Jack Manning","- - -","3.7","1008065"
"Dick Calmus","- - -","-0.2","1001852"
"Bill Burdick","IND","0.7","1001663"
"Kevin Rogers","SFG","1.3","1011135"
"George Kahler","CLE","5.5","1006665"
"Walter Clarkson","- - -","1.6","1002314"
"Steve Foucault","- - -","2.3","1004262"
"Urban Shocker","- - -","40.4","1011918"
"Billy Taylor","- - -","7.2","1012856"
"Sam McDowell","- - -","48.5","1008476"
"Dakota Hudson","STL","1.6","19206"
"Mack Allison","SLB","1.3","1000169"
"Troy Percival","- - -","11.5","29"
"Frank Kitson","- - -","21.9","1006981"
"Silver King","- - -","44.8","1006943"
"Dan Casey","- - -","17.6","1002036"
"Vicente Campos","ARI","-0.1","11681"
"John Hobbs","MIN","-0.1","1005870"
"Vern Hughes","BAL","-0.1","1006168"
"Ben Taylor","CIN","0.0","1012854"
"Cody Ponce","PIT","-0.2","17920"
"Ed Gerner","CIN","0.0","1004638"
"A.J. Puk","OAK","0.2","19343"
"Jesus Reyes","CIN","-0.1","19277"
"Scot Shields","ANA","9.4","35"
"Robert Manuel","- - -","-0.6","817"
"Happy Foreman","- - -","-0.1","1004230"
"Raudel Lazo","MIA","0.0","14077"
"Wei-Chieh Huang","TEX","0.0","17508"
"Dave Black","- - -","0.9","1001009"
"Steve Rogers","MON","49.8","1011138"
"Edwin Diaz","- - -","7.3","14710"
"Scott Alexander","- - -","1.4","10591"
"Otis Lambeth","CLE","0.8","1007275"
"Jesse Flores","- - -","11.7","1004170"
"Elmer Koestner","- - -","0.5","1007079"
"Lon Warneke","- - -","36.5","1013637"
"Bobby Mitchell","- - -","3.7","1008994"
"Bruce Howard","- - -","3.0","1006071"
"Frank Meinke","DET","2.3","1008734"
"Jon Matlack","- - -","44.9","1008246"
"Bill Duggleby","- - -","10.8","1003542"
"Jim Hardin","- - -","7.9","1005344"
"Mike Clevinger","- - -","11.7","12808"
"Jim Maloney","- - -","32.9","1008039"
"Pete Richert","- - -","11.4","1010922"
"Jorge Rubio","CAL","-0.1","1011277"
"Beany Jacobson","- - -","3.3","1006317"
"Chad Green","NYY","5.9","15552"
"Jose Leclerc","TEX","4.4","14524"
"Bob Emslie","- - -","8.4","1003772"
"Stephen Strasburg","WSN","36.6","10131"
"Win Kellum","- - -","4.9","1006791"
"Nolan Ryan","- - -","106.7","1011348"
"A.J. Schugel","- - -","0.6","11432"
"Gerrit Cole","- - -","30.1","13125"
"Randy Myers","- - -","14.4","1009427"
"Bud Tinning","- - -","3.0","1013076"
"Jeurys Familia","- - -","6.1","5114"
"Pop Williams","- - -","2.7","1014030"
"Lou Schettler","PHI","0.8","1011557"
"Zach Putnam","- - -","1.6","9080"
"Oscar Jones","BRO","6.0","1006580"
"Julio Urias","LAD","4.6","14765"
"Bobby Cassevah","LAA","-0.5","6950"
"Bill Donovan","BSN","0.7","1003394"
"Johan Santana","- - -","45.6","755"
"Rowan Wick","- - -","1.3","14646"
"Madison Bumgarner","- - -","31.0","5524"
"Art Nehf","- - -","28.1","1009485"
"Bill James","- - -","3.3","1006343"
"Buster Brown","- - -","7.3","1001499"
"Ed Lopat","- - -","31.2","1007748"
"Kelvin Herrera","- - -","7.1","6033"
"Seth Maness","- - -","0.8","12235"
"Mike Henneman","- - -","11.3","1005656"
"Sonny Siebert","- - -","33.0","1011951"
"Ed Hovlik","WAS","0.0","1006069"
"Elmer Ponder","- - -","4.7","1010431"
"Carlos Diaz","- - -","1.8","1003262"
"George Mogridge","- - -","24.0","1009029"
"Max Scherzer","- - -","60.5","3137"
"Jack Wisner","- - -","-0.2","1014158"
"Marty O'Toole","- - -","4.0","1009898"
"Bruce Ellingsen","CLE","-0.3","1003731"
"Jordan Weems","OAK","0.1","13190"
"Mike Cunningham","PHA","0.1","1002882"
"Dennis Saunders","DET","0.1","1011460"
"Lucky Wright","CLE","0.2","1014287"
"Jesse Barnes","- - -","27.6","1000566"
"Steve Carlton","- - -","96.5","1001964"
"George Baumgardner","SLB","4.0","1000686"
"Pedro Strop","- - -","6.4","4070"
"Earl Yingling","- - -","5.7","1014346"
"Johnny Niggeling","- - -","16.3","1009596"
"Jim Roland","- - -","0.8","1011156"
"Al Downing","- - -","28.5","1003450"
"Sam Weaver","- - -","16.1","1013705"
"Mickey Hughes","- - -","4.6","1006160"
"Harry McIntire","- - -","9.3","1008571"
"Steve Shea","- - -","0.0","1011842"
"Ray Caldwell","- - -","26.0","1001832"
"Bob Black","KCC","1.3","1001005"
"Jim Turner","- - -","9.0","1013229"
"Louis Leroy","- - -","0.8","1007554"
"Dave Shipanoff","PHI","0.0","1011904"
"Brendan Donnelly","- - -","5.5","1441"
"Doc Newton","- - -","11.0","1009550"
"Zach Phillips","- - -","-0.1","99"
"Gene Krapp","- - -","3.6","1007141"
"Justin Hampson","- - -","1.1","2209"
"Dick Estelle","SFG","0.2","1003838"
"George Cappuzzello","- - -","-0.1","1001927"
"Sam Frock","- - -","5.6","1004372"
"Brian Bowles","TOR","0.2","1290"
"Hunter Strickland","- - -","2.0","7836"
"Dyar Miller","- - -","0.5","1008889"
"Jose Castillo","SDP","0.9","17169"
"Terry Forster","- - -","15.9","1004236"
"Jose Mijares","- - -","2.0","4140"
"Tom Burgmeier","- - -","7.0","1001668"
"Dizzy Trout","- - -","47.6","1013196"
"Mike Proly","- - -","2.2","1010545"
"Bob Lemon","CLE","32.3","1007517"
"Anthony Varvaro","- - -","0.3","2385"
"Wilbur Wood","- - -","36.9","1014248"
"Ben Sanders","- - -","21.4","1011413"
"Jose Rijo","- - -","38.8","349"
"Tim Spooneybarger","- - -","0.7","1484"
"Dave McNally","- - -","33.6","1008655"
"Blake Snell","TBR","11.6","13543"
"Kirby White","- - -","0.5","1013883"
"William Matthews","BOS","-0.3","1008258"
"Steve Kraly","NYY","-0.1","1007136"
"Ed Moyer","WAS","-0.4","1009273"
"Hank Olmsted","BOS","0.1","1009787"
"Danny Richardson","NYG","0.7","1010904"
"Triston McKenzie","CLE","0.6","18000"
"Dazzy Vance","- - -","61.6","1013342"
"Keone Kela","- - -","4.1","14696"
"Nabil Crismatt","STL","0.0","17732"
"Leon Hooten","OAK","-0.2","1006004"
"Fred Wigington","STL","0.0","1013934"
"Bobby Moore","SFG","0.0","1009094"
"Phil Paine","- - -","0.3","1009963"
"Stu Miller","- - -","18.6","1008935"
"Kiko Calero","- - -","5.1","1676"
"Rod Scurry","- - -","2.6","1011700"
"Dolf Luque","- - -","38.8","1007843"
"Hank Aguirre","- - -","16.7","1000087"
"Tony Pierce","KCA","0.9","1010333"
"Tommy de la Cruz","CIN","2.7","1003154"
"Bernie Boland","- - -","8.4","1001137"
"Walter Anderson","PHA","0.0","1000245"
"Gary Peters","- - -","32.6","1010228"
"Troy Patton","- - -","1.3","8368"
"Lance McCullers","- - -","3.0","1008436"
"Dutch Leonard","- - -","52.8","1007533"
"Horacio Pina","- - -","0.2","1010354"
"Greg McMichael","- - -","7.1","1008640"
"Marc Hall","- - -","1.7","1005256"
"Bill Mountjoy","- - -","3.3","1009266"
"Marv Gudat","- - -","0.5","1005116"
"Jim Corsi","- - -","3.0","1002644"
"Humberto Robinson","- - -","0.8","1011068"
"Steve Farr","- - -","8.6","1003953"
"Ed Appleton","BRO","-0.1","1000281"
"Bob Feller","CLE","62.6","1003975"
"Whammy Douglas","PIT","0.0","1003437"
"Pete Wilson","NYH","0.5","1014101"
"Catfish Hunter","- - -","37.2","1006199"
"Bob Malloy","- - -","0.2","1008026"
"Tricky Nichols","- - -","5.3","1009572"
"John Skopec","- - -","0.1","1012042"
"Joe Verbanic","- - -","-0.3","1013407"
"Don Sutton","- - -","85.5","1012745"
"Phil Reccius","- - -","1.0","1010747"
"Steve Kline","- - -","6.1","1007005"
"Ted Wilks","- - -","7.0","1013962"
"Bill Henry","- - -","8.9","1005665"
"Junior Thompson","- - -","4.4","1013017"
"Chad Bradford","- - -","7.3","904"
"Hal Reniff","- - -","2.6","1010833"
"Vida Blue","- - -","49.2","1001094"
"Mike Garcia","- - -","40.1","1004505"
"Seranthony Dominguez","PHI","1.5","19249"
"Brandon Webb","ARI","29.6","1692"
"Jeff Zimmerman","TEX","3.4","1014446"
"Doug Sisk","- - -","-1.2","1012017"
"Duane Ward","- - -","14.7","1013609"
"Billy Pierce","- - -","52.5","1010326"
"Jim Bunning","- - -","66.9","1001653"
"Scott Chiamparino","TEX","1.4","1002183"
"Jose Valverde","- - -","8.5","1726"
"Justin Wilson","- - -","5.8","4301"
"Pablo Torrealba","- - -","1.4","1013135"
"Tom Hall","- - -","8.9","1005262"
"Mike Jones","LOU","0.0","1006576"
"Chris Mahoney","BOS","-0.1","1007991"
"Hal Schwenk","SLB","0.1","1011662"
"Fred Smith","TOL","2.7","1012138"
"Luis Aponte","- - -","1.4","1000280"
"Jose Arredondo","- - -","1.0","4722"
"Jeff Montgomery","- - -","12.1","1009071"
"Kevin Brown","- - -","76.5","642"
"Jerry Bell","MIL","1.4","1000812"
"Mike Dorgan","- - -","0.8","1003410"
"Jack Aker","- - -","-0.4","1000097"
"Fred Klages","CHW","0.0","1006985"
"Erick Threets","- - -","0.0","3158"
"Bud Culloton","PIT","0.2","1002863"
"Jim Neidlinger","LAD","1.7","1009487"
"Nate Snell","- - -","1.0","1012228"
"Ron Guidry","NYY","49.3","1005124"
"Roy Crabb","- - -","0.2","1002712"
"Jack Quinn","- - -","61.2","1010605"
"Satchel Paige","- - -","7.3","1009962"
"Santiago Casilla","- - -","1.4","2873"
"Glenn Gardner","STL","0.4","1004524"
"Kerry Woodson","SEA","-0.1","1014240"
"Ray Keating","- - -","6.9","1006735"
"Randy Johnson","- - -","110.4","60"
"Scott Garrelts","SFG","10.5","1004546"
"Highball Wilson","- - -","3.1","1014085"
"Billy O'Dell","- - -","24.5","1009724"
"Tom Niedenfuer","- - -","4.2","1009578"
"Toad Ramsey","- - -","37.6","1010688"
"Jim Baskette","CLE","0.7","1000640"
"Fred Link","- - -","0.8","1007638"
"Ewell Blackwell","- - -","25.3","1001013"
"Fabio Castro","- - -","0.2","4048"
"Cy Buker","BRO","0.9","1001640"
"Claude Osteen","- - -","38.9","1009878"
"Fritz Peterson","- - -","32.7","1010227"
"Brian Wilson","- - -","6.4","6485"
"Big Jeff Pfeffer","- - -","4.6","1010262"
"Marv Goodwin","- - -","4.1","1004867"
"Paul Lindblad","- - -","4.6","1007614"
"Jim McGinley","STL","0.0","1008526"
"Roger McDowell","- - -","5.4","1008475"
"Happy Finneran","- - -","2.8","1004057"
"Luis Avilan","- - -","2.9","2882"
"Bucky Walters","- - -","36.8","1013583"
"Joe Crawford","NYM","-0.1","1002743"
"Doug Jones","- - -","23.1","1006552"
"Ed Hanyzewski","CHC","1.6","1005336"
"Allan Collamore","- - -","0.2","1002442"
"Byron Houck","- - -","0.3","1006048"
"Frank Knauss","- - -","2.3","1007028"
"Allie Reynolds","- - -","27.5","1010860"
"Jason Motte","- - -","2.3","5861"
"Luis Tiant","- - -","54.8","1013054"
"Hooks Dauss","DET","39.2","1003011"
"Rod Beck","- - -","6.9","1730"
"Larry Dierker","- - -","31.1","1003288"
"Noah Syndergaard","NYM","18.8","11762"
"Travis Lakins","- - -","0.7","18600"
"Lloyd Merritt","STL","-0.1","1008792"
"Dustin Richardson","BOS","-0.3","2548"
"Eddie O'Brien","PIT","0.0","1009690"
"Rawly Eastwick","- - -","4.2","1003648"
"David Price","- - -","41.7","3184"
"Chad Jenkins","TOR","0.2","10326"
"Al Brazle","STL","17.5","1001371"
"Edgar Santana","PIT","0.7","17355"
"Nate Jones","- - -","4.7","4696"
"Tom Thomas","- - -","0.4","1012995"
"Wally Holborow","- - -","0.3","1005938"
"Brandon Kintzler","- - -","2.9","9939"
"Seunghwan Oh","- - -","3.4","18719"
"Allen Sothoron","- - -","17.1","1012288"
"Burt Keeley","WAS","0.6","1006746"
"Cecil Butler","MIL","0.0","1001773"
"Cliff Curtis","- - -","4.3","1002899"
"Clark Griffith","- - -","46.3","1005038"
"Bill Phebus","WAS","-0.1","1010271"
"Corey Knebel","- - -","4.1","15010"
"Bert Blyleven","- - -","102.9","1001098"
"Kevin Saucier","- - -","0.6","1011457"
"Dick Hall","- - -","14.8","1005241"
"Zach Plesac","CLE","2.4","19979"
"Jim Handiboe","PIT","1.3","1005297"
"Jack Katoll","- - -","3.7","1006712"
"Aaron Rakers","- - -","0.1","2638"
"George Davies","- - -","6.0","1003031"
"Al Schulz","- - -","7.0","1011623"
"Adam Kolarek","- - -","1.1","10843"
"Doc Landis","- - -","2.4","1007295"
"Fred Corey","- - -","6.0","1002625"
"Paul Carter","- - -","2.3","1002021"
"Sherry Smith","- - -","23.9","1012205"
"Claude Passeau","- - -","47.3","1010046"
"Doug Corbett","- - -","4.7","1002608"
"Ralph Judd","- - -","0.3","1006641"
"Ferdie Schupp","- - -","5.7","1011649"
"Howie Krist","STL","3.8","1007167"
"Shane Bieber","CLE","11.4","19427"
"Lefty Thomas","WAS","0.1","1012984"
"Hunter Wood","- - -","0.7","15091"
"Ron Willis","- - -","-1.4","1014036"
"Ben Van Dyke","- - -","0.1","1013352"
"Danny Frisella","- - -","1.5","1004365"
"Elias Sosa","- - -","5.7","1012284"
"Jim Kern","- - -","12.3","1006868"
"Dylan Floro","- - -","2.5","13394"
"Lee Viau","- - -","13.9","1013420"
"Don Bessent","BRO","1.4","1000922"
"John Smoltz","- - -","79.5","115"
"Bill Castro","- - -","2.9","1002077"
"Dave Von Ohlen","- - -","0.5","1013454"
"Justin Verlander","- - -","71.8","8700"
"Barry Cort","MIL","0.5","1002646"
"Jeff Gray","- - -","1.9","1004971"
"Tom Phoebus","- - -","9.3","1010301"
"Hank Thormahlen","- - -","3.4","1013035"
"Keith Foulke","- - -","12.3","231"
"Sam Tuivailala","- - -","0.6","13485"
"Pedro Feliciano","NYM","3.1","1601"
"John Candelaria","- - -","41.6","1001909"
"Mark Littell","- - -","5.6","1007657"
"Kris Medlen","- - -","8.2","9417"
"Claude Elliott","- - -","0.3","1003735"
"Bob Harmon","- - -","13.3","1005371"
"Jay Howell","- - -","13.7","1006098"
"Joe Engel","- - -","-1.0","1003777"
"Fred Breining","- - -","4.2","1001381"
"Greg Bollo","CHW","-0.5","1001150"
"Yank Robinson","- - -","0.6","1011079"
"Fergie Jenkins","- - -","80.1","1006388"
"Gene Garber","- - -","14.2","1004493"
"Bill Sowders","- - -","6.3","1012295"
"Johnny Antonelli","- - -","29.1","1000277"
"Walt Woods","- - -","2.7","1014245"
"George Ferguson","- - -","5.6","1003989"
"Ed Lafitte","- - -","3.8","1007250"
"Steve Burke","SEA","0.3","1001691"
"Scott Holman","NYM","0.4","1005972"
"Tommy John","- - -","79.4","1006515"
"Harry Moran","- - -","2.1","1009148"
"Dan Osinski","- - -","2.9","1009875"
"Mike Lee","- - -","-0.4","1007462"
"Ned Williamson","CHI","0.1","1014027"
"Bret Saberhagen","- - -","55.3","1011355"
"Lefty Gomez","- - -","34.6","1004821"
"Jeremy Horst","- - -","0.4","596"
"Luis Ayala","- - -","3.7","1650"
"Ed Hawk","SLB","0.3","1005512"
"Ed Roebuck","- - -","-0.7","1011118"
"Ernie Herbert","- - -","0.0","1005682"
"Elmer Smith","- - -","14.2","1012134"
"Paul Musser","- - -","0.3","1009408"
"Doug Rau","- - -","16.4","1010717"
"Chappie McFarland","- - -","9.4","1008489"
"Morrie Critchley","- - -","0.0","1002779"
"Chris Devenski","HOU","4.1","12763"
"Rube Schauer","- - -","2.1","1011529"
"Joe Harris","BOS","2.9","1005420"
"Matt Bush","TEX","2.2","1246"
"Phil Niekro","- - -","78.1","1009583"
"Jing Johnson","PHA","4.4","1006467"
"Bill Morrisette","- - -","0.3","1009199"
"John Ryan","BAL","0.4","1011343"
"Clay Zavada","ARI","0.3","8577"
"Bob Humphreys","- - -","-0.2","1006184"
"Herb Score","- - -","12.5","1011671"
"Sid Fernandez","- - -","28.9","1004001"
"George LeClair","- - -","2.7","1007442"
"Hal Schumacher","NYG","22.6","1011648"
"Bill Hands","- - -","31.9","1005303"
"Nick Wittgren","- - -","1.5","15594"
"Roy Oswalt","- - -","52.6","571"
"Jerry Koosman","- - -","62.6","1007103"
"Vicente Romo","- - -","2.2","1011177"
"Scott Williamson","- - -","7.7","361"
"Kyle Crick","- - -","0.5","13182"
"Rafael Betancourt","- - -","15.3","177"
"Case Patten","- - -","16.7","1010056"
"Trevor Rosenthal","- - -","7.8","10745"
"Brandon Beachy","- - -","4.1","8851"
"Steve Barber","- - -","22.7","1000530"
"Danny Boone","- - -","0.6","1001185"
"Tsuyoshi Wada","CHC","1.2","13046"
"Mark Baldwin","- - -","27.7","1000484"
"Snipe Conley","- - -","1.5","1002508"
"Henry Thielman","- - -","0.9","1012954"
"Wayne Edwards","CHW","0.5","1003694"
"Jack Flaherty","STL","7.6","17479"
"Bill Upham","- - -","1.6","1013288"
"Russ Christopher","- - -","10.6","1002222"
"Ken Forsch","- - -","26.1","1004234"
"Al Mattern","BSN","8.4","1008249"
"Zack Greinke","- - -","62.6","1943"
"Spec Harkness","CLE","1.4","1005365"
"Sandy Consuegra","- - -","9.8","1002547"
"Al Orth","- - -","41.2","1009857"
"Ed Bahr","PIT","1.8","1000415"
"Bob Miller","- - -","10.8","1008877"
"B.J. Ryan","- - -","11.0","168"
"Gus Dorner","- - -","4.0","1003414"
"Rick Camp","ATL","5.5","1001901"
"Leo Kiely","- - -","6.3","1006895"
"Rick Reuschel","- - -","68.2","1010852"
"Lee Meadows","- - -","40.4","1008705"
"Charlie Grover","DET","0.0","1005098"
"George Eyrich","PHI","-0.2","1003886"
"Walter Ockey","NYG","-0.1","1009706"
"Zak Shinall","SEA","-0.1","1011899"
"Stu Tate","SFG","0.1","1012839"
"Roy Thomas","PHI","0.0","1012992"
"William Pierson","PHA","-0.5","1010341"
"Mike Degerick","CHW","0.0","1003142"
"Tom Flanigan","- - -","-0.1","1004136"
"Bradin Hagens","ARI","0.0","7422"
"Troy Cate","STL","0.1","4627"
"Jack Bushelman","- - -","-0.2","1001751"
"Bob Veselic","MIN","0.0","1013419"
"Mel Bosser","CIN","-0.2","1001216"
"Bill Crouch","SLB","-0.1","1002813"
"Mike Dalton","DET","-0.1","1002952"
"Mike Golden","- - -","4.5","1004805"
"Frank Houseman","BAL","0.1","1006057"
"Lou Lowdermilk","STL","0.2","1007785"
"Joe Poetz","NYG","-0.4","1010408"
"Odie Porter","PHA","0.0","1010457"
"Frank Quinn","BOS","0.0","1010604"
"Rufus Smith","DET","0.1","1012204"
"Chuck Seelbach","DET","0.4","1011718"
"Zach Monroe","NYY","-0.8","1009058"
"Enderson Franco","SFG","0.0","11896"
"Les Howe","BOS","0.4","1006096"
"Pete Mikkelsen","- - -","-0.7","1008852"
"Ron Keller","MIN","0.0","1006781"
"Hector Neris","PHI","4.3","11804"
"J.D. Davis","HOU","0.0","16219"
"Derek Aucoin","MON","0.0","1000360"
"Chris Beasley","CAL","0.1","1000725"
"Shingo Takatsu","- - -","0.2","1896"
"Vance Law","- - -","0.0","1007409"
"Jay Avrea","CIN","0.1","1000382"
"Chief Chouneau","CHW","0.1","1002206"
"Jim Dunn","PIT","0.0","1003574"
"John Fick","PHI","0.0","1004022"
"Dickey Pearce","STL","0.0","1010100"
"Lefty Schegg","WAS","0.0","1011537"
"Joe Stanka","CHW","-0.1","1012407"
"Ed Pierce","KCR","-0.1","1010327"
"Mark Grater","- - -","0.0","1004959"
"Sean Tracey","CHW","-0.1","4621"
"Beryl Richmond","- - -","0.2","1010925"
"Scott Wiggins","TOR","-0.1","1631"
"Art Loudell","DET","0.1","1007765"
"Bobby Shantz","- - -","28.8","1011804"
"Willie Hernandez","- - -","10.7","1005714"
"Rickey Clark","CAL","-0.1","1002304"
"Ryan Pressly","- - -","5.8","7005"
"Steve Bedrosian","- - -","6.9","1000766"
"Hank Gornicki","- - -","3.3","1004889"
"Burt Hooton","- - -","40.4","1006005"
"Andy McGaffigan","- - -","10.0","1008497"
"Don Songer","- - -","-0.2","1012278"
"Jean Machi","- - -","0.3","3220"
"Adam Wainwright","STL","41.3","2233"
"Jim Devlin","- - -","2.5","1003250"
"Francisco Cordero","- - -","12.3","1243"
"Nick Vincent","- - -","5.2","7555"
"Joe Thatcher","- - -","2.9","4620"
"Scott Strickland","- - -","2.5","897"
"Brian Sweeney","- - -","0.4","1801"
"Aaron Loup","- - -","3.4","10343"
"Roy Halladay","- - -","65.4","1303"
"Herb Goodall","LOU","0.5","1004850"
"Virgil Trucks","- - -","42.0","1013203"
"Nixey Callahan","- - -","16.6","1001847"
"Al Worthington","- - -","10.2","1014260"
"Jim Duffalo","- - -","0.0","1003525"
"Lefty James","CLE","0.4","1006352"
"Bill Landrum","- - -","3.4","1007297"
"Ed Daily","- - -","7.6","1002933"
"Dan Otero","- - -","3.0","7385"
"Bill Singer","- - -","32.6","1012007"
"Steve Fireovid","- - -","0.7","1004063"
"Tom Johnson","MIN","2.6","1006508"
"Emilio Pagan","- - -","2.2","14771"
"Jim Willis","CHC","0.5","1014006"
"Brad Brach","- - -","4.7","6627"
"John Littlefield","- - -","-0.4","1007665"
"Hub Pernoll","DET","0.5","1010200"
"Mal Eason","- - -","3.9","1003636"
"Denny McLain","- - -","20.1","1008603"
"Clarence Currie","- - -","1.7","1002890"
"Jeff Brantley","- - -","1.9","1001358"
"Tip O'Neill","- - -","0.1","1009821"
"Dick Kelley","- - -","3.9","1006769"
"Sam Dyson","- - -","3.0","11710"
"Milt Pappas","- - -","43.8","1009989"
"Ed Seward","- - -","17.4","1011763"
"Jonathan Hernandez","TEX","0.5","17464"
"Keith Brown","CIN","0.0","1001534"
"Josh Johnson","- - -","21.8","4567"
"Rube Bressler","- - -","2.5","1001398"
"Yimi Garcia","- - -","0.8","12095"
"Vern Olsen","CHC","6.2","1009790"
"Larry Jackson","- - -","53.9","1006304"
"Jack Cronin","- - -","8.0","1002794"
"Oscar Harstad","CLE","0.7","1005437"
"Bobby Bolin","- - -","10.8","1001146"
"Bill Dawley","- - -","-0.5","1003090"
"Roy Hitt","CIN","1.2","1005864"
"Elmer Riddle","- - -","6.4","1010946"
"Robin Roberts","- - -","74.7","1011046"
"Roger Wolff","- - -","12.1","1014193"
"Jeff Nelson","- - -","9.3","1092"
"Freddie Burdette","CHC","-0.7","1001661"
"Buttons Briggs","CHI","8.6","1001424"
"Fred Newman","LAA","7.9","1009542"
"Jonathan Broxton","- - -","10.7","4759"
"Steve Gromek","- - -","17.7","1005080"
"Matt Thornton","- - -","10.9","1918"
"Jim Clinton","- - -","0.9","1002357"
"Richard Rodriguez","- - -","1.2","13549"
"Eddie Fisher","- - -","5.6","1004085"
"Wilson Heredia","TEX","-0.6","1005688"
"Marv Grissom","- - -","7.3","1005074"
"George Chalmers","PHI","5.7","1002115"
"Bobby Madritsch","SEA","2.2","2085"
"Johnny Cueto","- - -","28.5","6893"
"Bill Lelivelt","DET","0.4","1007509"
"J.B. Wendelken","OAK","1.1","14506"
"Mychal Givens","- - -","5.5","10430"
"Dave Heaverlo","- - -","2.1","1005569"
"Norm Baker","- - -","1.8","1000464"
"Mike Cather","ATL","0.0","1002082"
"Ramon Ramirez","- - -","4.0","7986"
"Dan Marion","BKF","2.6","1008107"
"Cliff Melton","NYG","20.5","1008755"
"John Rocker","- - -","3.8","1273"
"Felix Hernandez","SEA","54.1","4772"
"Joe Corbett","- - -","6.2","1002610"
"Roy Johnson","PHA","-0.1","1006497"
"Bill Atkinson","MON","-0.6","1000350"
"Dennis Higgins","- - -","0.3","1005788"
"Curt Davis","- - -","33.3","1003043"
"Hisashi Iwakuma","SEA","12.0","13048"
"Randy Jones","- - -","21.9","1006582"
"Mike Jackson","- - -","9.7","732"
"Roy Mitchell","- - -","4.5","1009010"
"Craig Lefferts","- - -","7.7","1007476"
"Lew Brockett","NYH","0.9","1001457"
"Jandel Gustave","- - -","0.3","14665"
"Masanori Murakami","SFG","1.2","1009336"
"Cole Hamels","- - -","51.6","4972"
"Randy Tomlin","PIT","8.8","1013111"
"Aaron Crow","KCR","0.0","10149"
"Bob Botz","LAA","0.1","1001229"
"Pidgey Morgan","SLR","0.4","1009181"
"Chris Short","- - -","30.9","1011931"
"Don Mossi","- - -","24.9","1009250"
"Curtis King","STL","0.5","1006926"
"Ellis Kinder","- - -","22.6","1006922"
"Doc McJames","- - -","17.4","1008576"
"Preacher Roe","- - -","29.5","1011122"
"Ryan Webb","- - -","2.9","7474"
"Juan Pizarro","- - -","19.2","1010382"
"Bobby Thigpen","- - -","1.0","1012958"
"Pascual Perez","- - -","19.6","1010185"
"Alex Claudio","- - -","3.3","12890"
